LP,OutCome,TradeCcy,Side,TradeTime,ProductType,NearPrice,NearPriceShown,FarPrice,FarPriceShown,MissedFP
LP_1,LOST,EUR,BS,2021-04-05 20:24:07.148,SWAP,1.18115,1.181691830634343,1.18155,1.180255536735075,0.0
LP_1,LOST,EUR,BS,2021-04-06 07:09:08.006,SWAP,1.180135,1.180726432371969,1.180535,1.179258020023325,0.0
LP_1,LOST,EUR,SB,2021-04-06 09:15:11.037,SWAP,1.181855,1.181314313498267,1.182655,1.182845654373888,0.0
LP_1,LOST,EUR,BS,2021-04-06 09:29:25.284,SWAP,1.18134,1.181590999561959,1.18174,1.180855246459184,0.0
LP_1,LOST,EUR,SB,2021-04-06 13:26:18.643,SWAP,1.18297,1.181840139454666,1.18377,1.183722077567275,0.0
LP_1,LOST,EUR,BS,2021-04-06 15:14:29.207,SWAP,1.184555,1.184678579719446,1.184955,1.184204072831283,0.0
LP_1,LOST,EUR,SB,2021-04-06 15:14:32.561,SWAP,1.184345,1.183853225831476,1.185145,1.18493031685807,0.0
LP_1,LOST,GBP,BS,2021-04-05 07:53:15.326,SWAP,1.383835,1.386133234573102,1.383735,1.381353607788341,0.0
LP_1,LOST,GBP,SB,2021-04-05 09:15:08.820,SWAP,1.386085,1.385569922002959,1.386385,1.386847869957009,0.0
LP_1,LOST,GBP,BS,2021-04-05 13:12:10.771,SWAP,1.387595,1.388012503440139,1.387495,1.386903268686767,0.0
LP_1,LOST,GBP,BS,2021-04-05 13:28:01.176,SWAP,1.3882,1.388787096060215,1.3881,1.387390175050018,0.0
LP_1,LOST,GBP,BS,2021-04-05 14:38:18.520,SWAP,1.389785,1.390372034797552,1.389685,1.388925924949791,0.0
LP_1,LOST,GBP,SB,2021-04-05 19:20:52.144,SWAP,1.39005,1.389056528884653,1.39035,1.392073715159188,0.0
LP_1,LOST,GBP,SB,2021-04-05 21:55:55.123,SWAP,1.390485,1.389624701936386,1.390785,1.391129282418849,0.0
LP_1,LOST,GBP,BS,2021-04-06 19:42:56.383,SWAP,1.382765,1.383572758842573,1.382665,1.381559616047373,0.0
LP_1,LOST,USD,BS,2021-04-05 11:29:25.436,SWAP,110.5305,110.5430391752001,110.4805,110.4944102324201,0.0
LP_1,LOST,USD,BS,2021-04-05 16:40:29.554,SWAP,110.1035,110.1861076694168,110.0535,109.9944985182914,0.0
LP_1,LOST,USD,BS,2021-04-05 20:22:56.313,SWAP,110.2315,110.291650891933,110.1815,110.1698919686077,0.0
LP_1,LOST,USD,SB,2021-04-06 08:30:00.496,SWAP,110.3425,110.3262820237491,110.3325,110.3778303827442,0.0
LP_1,LOST,USD,SB,2021-04-06 10:21:05.257,SWAP,110.497,110.4771531823505,110.487,110.5443199804394,0.0
LP_1,LOST,USD,BS,2021-04-06 14:13:56.204,SWAP,109.846,109.8610831233683,109.796,109.8211510123524,0.0
LP_1,LOST,USD,BS,2021-04-06 15:33:22.020,SWAP,109.8245,109.9084630125033,109.7745,109.7261479871436,0.0
LP_1,LOST,USD,BS,2021-04-06 19:45:00.855,SWAP,109.861,109.9198513247728,109.811,109.7468577901,0.0
LP_1,LOST,USD,BS,2021-04-06 21:26:40.092,SWAP,109.7765,109.781145930825,109.7265,109.7424542107289,0.0
LP_1,LOST,USD,SB,2021-04-06 22:35:17.871,SWAP,109.7295,109.6537349967234,109.7195,109.8259807464382,0.0
LP_2,LOST,AUD,SB,2021-04-05 07:49:12.138,SWAP,0.76083,0.7605276229952075,0.76113,0.7615071604343768,0.0
LP_2,LOST,AUD,BS,2021-04-05 08:52:17.548,SWAP,0.7623599999999999,0.7627540973577109,0.7622599999999999,0.7617033920836956,0.0
LP_2,LOST,AUD,SB,2021-04-05 10:07:25.755,SWAP,0.7617849999999999,0.761213483053446,0.7620849999999999,0.7627030455945593,0.0
LP_2,LOST,AUD,BS,2021-04-05 22:00:23.331,SWAP,0.765215,0.7669762194092457,0.765115,0.7640295963338118,0.0
LP_2,LOST,AUD,SB,2021-04-06 07:50:16.178,SWAP,0.763235,0.7628358784159486,0.763535,0.7641040531113117,0.0
LP_2,LOST,AUD,BS,2021-04-06 15:00:07.235,SWAP,0.7657799999999999,0.7673962697249804,0.7656799999999999,0.764634457812621,0.0
LP_2,LOST,AUD,BS,2021-04-06 16:08:17.519,SWAP,0.7656499999999999,0.7665050021711374,0.76555,0.7646924567061826,0.0
LP_2,LOST,AUD,SB,2021-04-06 18:00:58.736,SWAP,0.765485,0.7650391312115964,0.7657849999999999,0.7661344118603448,0.0
LP_2,LOST,AUD,BS,2021-04-06 20:25:32.915,SWAP,0.766925,0.7679225100309316,0.766825,0.7660520687242746,0.0
LP_2,LOST,AUD,SB,2021-04-06 21:02:04.952,SWAP,0.7663099999999999,0.7662289222592311,0.7666099999999999,0.7666599437856984,0.0
LP_2,LOST,EUR,BS,2021-04-05 07:52:25.178,SWAP,1.174525,1.174769555861689,1.174925,1.174069100683308,0.0
LP_2,LOST,EUR,BS,2021-04-05 11:03:55.699,SWAP,1.17518,1.176054940534672,1.17558,1.174014853663853,0.0
LP_2,LOST,EUR,SB,2021-04-05 14:22:02.680,SWAP,1.18067,1.180235073725015,1.18147,1.18147181757598,0.0
LP_2,LOST,EUR,SB,2021-04-05 14:58:26.541,SWAP,1.179865,1.178506277328032,1.180665,1.181262399148893,0.0
LP_2,LOST,EUR,BS,2021-04-05 20:24:07.148,SWAP,1.18115,1.181644357014416,1.18155,1.180185606600959,0.0
LP_2,LOST,EUR,BS,2021-04-05 21:35:42.584,SWAP,1.181465,1.182783221798513,1.181865,1.180497107407597,0.0
LP_2,LOST,EUR,BS,2021-04-06 09:29:25.284,SWAP,1.18134,1.181572318838451,1.18174,1.180799571689285,0.0
LP_2,LOST,EUR,SB,2021-04-06 12:19:54.525,SWAP,1.181245,1.181066114518869,1.182045,1.181793102988664,0.0
LP_2,LOST,EUR,BS,2021-04-06 15:14:29.207,SWAP,1.184555,1.184710648760441,1.184955,1.18420565451729,0.0
LP_2,LOST,EUR,SB,2021-04-06 15:14:32.561,SWAP,1.184345,1.183835959815942,1.185145,1.184924615037108,0.0
LP_2,LOST,EUR,BS,2021-04-06 20:27:45.411,SWAP,1.187785,1.188721870484946,1.188185,1.186222950613472,0.0
LP_2,LOST,EUR,SB,2021-04-06 20:55:42.152,SWAP,1.1875,1.187054826487475,1.1883,1.187936130679734,0.0
LP_2,LOST,EUR,SB,2021-04-06 22:57:20.814,SWAP,1.187155,1.185818867820505,1.187955,1.18901105160092,0.0
LP_2,LOST,GBP,BS,2021-04-05 13:12:10.771,SWAP,1.387595,1.387895528587052,1.387495,1.38709149834848,0.0
LP_2,LOST,GBP,SB,2021-04-05 16:37:47.086,SWAP,1.390145,1.389407680990625,1.390445,1.391157032148422,0.0
LP_2,LOST,GBP,SB,2021-04-05 21:55:55.123,SWAP,1.390485,1.389846777170887,1.390785,1.391566142293658,0.0
LP_2,LOST,GBP,SB,2021-04-06 08:16:02.120,SWAP,1.38608,1.383772567999172,1.38638,1.3889361847687,0.0
LP_2,LOST,GBP,BS,2021-04-06 11:22:08.234,SWAP,1.38332,1.383845012767475,1.38322,1.382486484613714,0.0
LP_2,LOST,GBP,SB,2021-04-06 13:32:05.049,SWAP,1.38452,1.383884315846856,1.38482,1.38524528734509,0.0
LP_2,LOST,GBP,SB,2021-04-06 14:27:32.065,SWAP,1.385245,1.383289395681444,1.385545,1.387778538453409,0.0
LP_2,LOST,GBP,BS,2021-04-06 19:42:56.383,SWAP,1.382765,1.383419583699514,1.382665,1.381519961653063,0.0
LP_2,LOST,GBP,BS,2021-04-06 19:51:17.719,SWAP,1.382685,1.384778673571009,1.382585,1.380788659374252,0.0
LP_2,LOST,GBP,BS,2021-04-06 20:15:49.782,SWAP,1.38313,1.384276718430394,1.38303,1.381829713262874,0.0
LP_2,LOST,GBP,SB,2021-04-06 21:26:40.271,SWAP,1.382345,1.380690522892806,1.382645,1.383725856166265,0.0
LP_2,LOST,USD,BS,2021-04-05 09:20:34.051,SWAP,110.612,110.6281843677906,110.562,110.5849506134765,0.0
LP_2,LOST,USD,BS,2021-04-05 09:37:55.162,SWAP,110.6275,110.6542097328554,110.5775,110.5718859704217,0.0
LP_2,LOST,USD,BS,2021-04-05 11:29:25.436,SWAP,110.5305,110.5434899958556,110.4805,110.4965378505854,0.0
LP_2,LOST,USD,SB,2021-04-05 12:19:32.932,SWAP,110.502,110.4205239998757,110.492,110.5806675193496,0.0
LP_2,LOST,USD,SB,2021-04-05 15:21:13.974,SWAP,110.0745,110.0489195530663,110.0645,110.1210455248291,0.0
LP_2,LOST,USD,BS,2021-04-05 15:39:17.665,SWAP,110.0905,110.1083648078134,110.0405,110.0657258696353,0.0
LP_2,LOST,USD,BS,2021-04-05 20:22:56.313,SWAP,110.2315,110.2731669241129,110.1815,110.1489226977719,0.0
LP_2,LOST,USD,SB,2021-04-05 21:12:05.756,SWAP,110.1525,110.0438451527226,110.1425,110.277637427778,0.0
LP_2,LOST,USD,SB,2021-04-06 10:21:05.257,SWAP,110.497,110.4677141180297,110.487,110.5310597189881,0.0
LP_3,LOST,AUD,SB,2021-04-05 07:49:12.138,SWAP,0.76083,0.7604337458330884,0.76113,0.7612701717209115,0.0
LP_3,LOST,AUD,BS,2021-04-05 08:52:17.548,SWAP,0.7623599999999999,0.7631845495808519,0.7622599999999999,0.7617580366390236,0.0
LP_3,LOST,AUD,SB,2021-04-05 10:07:25.755,SWAP,0.7617849999999999,0.7614268253666098,0.7620849999999999,0.7625710879212069,0.0
LP_3,LOST,AUD,BS,2021-04-05 10:23:34.337,SWAP,0.7623599999999999,0.7625787834691227,0.7622599999999999,0.7620150035959339,0.0
LP_3,LOST,AUD,SB,2021-04-05 14:10:06.384,SWAP,0.7649699999999999,0.7648045654582523,0.7652699999999999,0.7653341192667459,0.0
LP_3,LOST,AUD,BS,2021-04-05 17:39:56.495,SWAP,0.765355,0.7658510793349568,0.765255,0.7648865740484045,0.0
LP_3,LOST,AUD,BS,2021-04-06 13:25:10.025,SWAP,0.76414,0.764197552239806,0.76404,0.7638208346458885,0.0
LP_3,LOST,AUD,BS,2021-04-06 15:00:07.235,SWAP,0.7657799999999999,0.7667782755892831,0.7656799999999999,0.7645013759719952,0.0
LP_3,LOST,AUD,BS,2021-04-06 16:08:17.519,SWAP,0.7656499999999999,0.7664712909876256,0.76555,0.7649707412016503,0.0
LP_3,LOST,AUD,SB,2021-04-06 18:00:58.736,SWAP,0.765485,0.7651015647993019,0.7657849999999999,0.7661757485463799,0.0
LP_3,LOST,AUD,SB,2021-04-06 19:33:15.454,SWAP,0.76634,0.7661527339569298,0.76664,0.7667146387643473,0.0
LP_3,LOST,AUD,BS,2021-04-06 20:25:32.915,SWAP,0.766925,0.7679710191219162,0.766825,0.765995453827598,0.0
LP_3,LOST,AUD,SB,2021-04-06 21:02:04.952,SWAP,0.7663099999999999,0.7662307850116773,0.7666099999999999,0.7665875018346804,0.0
LP_3,LOST,AUD,BS,2021-04-06 21:41:07.989,SWAP,0.7663499999999999,0.7681684314546966,0.7662499999999999,0.7645494081785961,0.0
LP_3,LOST,EUR,BS,2021-04-05 07:52:53.468,SWAP,1.17453,1.175141555506121,1.17493,1.173752526142193,0.0
LP_3,LOST,EUR,BS,2021-04-05 11:03:55.699,SWAP,1.17518,1.176637367755973,1.17558,1.173688480368272,0.0
LP_3,LOST,EUR,SB,2021-04-05 14:58:26.541,SWAP,1.179865,1.17898211514501,1.180665,1.181232354961186,0.0
LP_3,LOST,EUR,BS,2021-04-05 20:24:07.148,SWAP,1.18115,1.181547456234113,1.18155,1.180202840764814,0.0
LP_3,LOST,EUR,BS,2021-04-05 20:51:34.879,SWAP,1.18119,1.181697808012224,1.18159,1.180099862682853,0.0
LP_3,LOST,EUR,BS,2021-04-05 21:35:42.584,SWAP,1.181465,1.182436231351796,1.181865,1.180148364472221,0.0
LP_3,LOST,EUR,BS,2021-04-06 07:09:08.006,SWAP,1.180135,1.180743899436592,1.180535,1.179517999416515,0.0
LP_3,LOST,EUR,SB,2021-04-06 09:15:11.037,SWAP,1.181855,1.181185622910269,1.182655,1.182641994327861,0.0
LP_3,LOST,EUR,BS,2021-04-06 09:29:25.284,SWAP,1.18134,1.181607818814512,1.18174,1.180832461534692,0.0
LP_3,LOST,EUR,SB,2021-04-06 12:19:54.525,SWAP,1.181245,1.180959589171965,1.182045,1.181662529892093,0.0
LP_3,LOST,EUR,SB,2021-04-06 13:26:18.643,SWAP,1.18297,1.182323512747357,1.18377,1.184154667386787,0.0
LP_3,LOST,EUR,BS,2021-04-06 15:14:29.207,SWAP,1.184555,1.184684091639106,1.184955,1.184171675625476,0.0
LP_3,LOST,EUR,BS,2021-04-06 20:27:45.411,SWAP,1.187785,1.188842713693614,1.188185,1.186617152521974,0.0
LP_3,LOST,EUR,SB,2021-04-06 20:55:42.152,SWAP,1.1875,1.187077961263888,1.1883,1.188072619789059,0.0
LP_3,LOST,EUR,SB,2021-04-06 22:57:20.814,SWAP,1.187155,1.185763544706917,1.187955,1.188556522365921,0.0
LP_3,LOST,GBP,BS,2021-04-05 07:53:15.326,SWAP,1.383835,1.386009774114616,1.383735,1.380605771490427,0.0
LP_3,LOST,GBP,BS,2021-04-05 13:28:01.176,SWAP,1.3882,1.388645191746608,1.3881,1.387695942097098,0.0
LP_3,LOST,GBP,BS,2021-04-05 14:38:18.520,SWAP,1.389785,1.390485309980676,1.389685,1.388982917937023,0.0
LP_3,LOST,GBP,SB,2021-04-05 19:20:52.144,SWAP,1.39005,1.388161764170261,1.39035,1.391200338042456,0.0
LP_3,LOST,GBP,SB,2021-04-06 08:16:02.120,SWAP,1.38608,1.384591538707388,1.38638,1.388388326080418,0.0
LP_3,LOST,GBP,SB,2021-04-06 10:53:16.356,SWAP,1.38343,1.382746208707287,1.38373,1.384530281849752,0.0
LP_3,LOST,GBP,BS,2021-04-06 11:22:08.234,SWAP,1.38332,1.383810770492084,1.38322,1.382735595242542,0.0
LP_3,LOST,GBP,BS,2021-04-06 19:51:17.719,SWAP,1.382685,1.384017701352819,1.382585,1.380500588061509,0.0
LP_3,LOST,GBP,BS,2021-04-06 20:15:49.782,SWAP,1.38313,1.384036654724695,1.38303,1.381655787149748,0.0
LP_3,LOST,USD,BS,2021-04-05 09:20:34.051,SWAP,110.612,110.6205747206733,110.562,110.5847108233948,0.0
LP_3,LOST,USD,BS,2021-04-05 09:37:55.162,SWAP,110.6275,110.6610018915301,110.5775,110.5736709426086,0.0
LP_3,LOST,USD,BS,2021-04-05 11:29:25.436,SWAP,110.5305,110.5372807609454,110.4805,110.4978739295246,0.0
LP_3,LOST,USD,SB,2021-04-05 12:19:32.932,SWAP,110.502,110.4582138457157,110.492,110.5693829928066,0.0
LP_3,LOST,USD,SB,2021-04-05 13:42:09.617,SWAP,110.3905,110.3237433836473,110.3805,110.4648790234029,0.0
LP_3,LOST,USD,SB,2021-04-05 15:21:13.974,SWAP,110.0745,110.0558355695585,110.0645,110.109834486757,0.0
LP_3,LOST,USD,BS,2021-04-05 16:40:29.554,SWAP,110.1035,110.2299547779072,110.0535,109.9438082392641,0.0
LP_3,LOST,USD,BS,2021-04-05 20:22:56.313,SWAP,110.2315,110.2784203832478,110.1815,110.1694753482615,0.0
LP_3,LOST,USD,SB,2021-04-06 08:30:00.496,SWAP,110.3425,110.3275057505845,110.3325,110.3695967329049,0.0
LP_3,LOST,USD,SB,2021-04-06 10:42:54.009,SWAP,110.5275,110.4365131617607,110.5175,110.6227105167557,0.0
LP_3,LOST,USD,BS,2021-04-06 14:13:56.204,SWAP,109.846,109.8577329597022,109.796,109.8144979512408,0.0
LP_3,LOST,USD,SB,2021-04-06 15:28:29.609,SWAP,109.81,109.759418848086,109.8,109.8928619980857,0.0
LP_3,LOST,USD,BS,2021-04-06 15:33:22.020,SWAP,109.8245,109.8993425019944,109.7745,109.7463771694766,0.0
LP_3,LOST,USD,BS,2021-04-06 19:45:00.855,SWAP,109.861,109.9142181716883,109.811,109.7635395208777,0.0
LP_4,LOST,AUD,SB,2021-04-05 07:49:12.138,SWAP,0.76083,0.7604603344138916,0.76113,0.761359201066976,0.0
LP_4,LOST,AUD,BS,2021-04-05 08:09:22.677,SWAP,0.7618449999999999,0.7620595398592362,0.7617449999999999,0.761529038700383,0.0
LP_4,LOST,AUD,SB,2021-04-05 10:07:25.755,SWAP,0.7617849999999999,0.7612850081641197,0.7620849999999999,0.7627156265331657,0.0
LP_4,LOST,AUD,BS,2021-04-05 10:23:34.337,SWAP,0.7623599999999999,0.7626103217468959,0.7622599999999999,0.76189449962607,0.0
LP_4,LOST,AUD,SB,2021-04-05 12:58:13.984,SWAP,0.76349,0.7629359598110877,0.76379,0.7645208219764786,0.0
LP_4,LOST,AUD,SB,2021-04-05 14:10:06.384,SWAP,0.7649699999999999,0.7647747445841887,0.7652699999999999,0.7652625587295848,0.0
LP_4,LOST,AUD,SB,2021-04-05 18:27:33.478,SWAP,0.765245,0.7649142965075968,0.7655449999999999,0.7656834001833428,0.0
LP_4,LOST,AUD,BS,2021-04-05 22:00:23.331,SWAP,0.765215,0.7666703208448085,0.765115,0.7637682020928959,0.0
LP_4,LOST,AUD,SB,2021-04-06 07:50:16.178,SWAP,0.763235,0.7626003507840489,0.763535,0.7640288443612111,0.0
LP_4,LOST,AUD,BS,2021-04-06 13:25:10.025,SWAP,0.76414,0.7642295137008065,0.76404,0.7638765505241696,0.0
LP_4,LOST,AUD,SB,2021-04-06 18:00:58.736,SWAP,0.765485,0.7648867851919344,0.7657849999999999,0.7663287843001463,0.0
LP_4,LOST,AUD,SB,2021-04-06 19:33:15.454,SWAP,0.76634,0.7662232034742478,0.76664,0.7666508525179214,0.0
LP_4,LOST,AUD,BS,2021-04-06 20:25:32.915,SWAP,0.766925,0.7679655448083098,0.766825,0.7656430930331826,0.0
LP_4,LOST,AUD,SB,2021-04-06 21:02:04.952,SWAP,0.7663099999999999,0.7662665696403479,0.7666099999999999,0.7666047706672201,0.0
LP_4,LOST,EUR,BS,2021-04-05 07:52:53.468,SWAP,1.17453,1.175008622461153,1.17493,1.173706713918122,0.0
LP_4,LOST,EUR,BS,2021-04-05 11:03:55.699,SWAP,1.17518,1.176122300613053,1.17558,1.173754724478842,0.0
LP_4,LOST,EUR,SB,2021-04-05 14:22:02.680,SWAP,1.18067,1.180244998109579,1.18147,1.181330457889007,0.0
LP_4,LOST,EUR,SB,2021-04-05 14:58:26.541,SWAP,1.179865,1.178939151815607,1.180665,1.180953740152241,0.0
LP_4,LOST,EUR,BS,2021-04-05 16:52:36.614,SWAP,1.18171,1.182021483725905,1.18211,1.181338043173051,0.0
LP_4,LOST,EUR,SB,2021-04-05 16:55:29.419,SWAP,1.18145,1.180337823819247,1.18225,1.182221096532036,0.0
LP_4,LOST,EUR,BS,2021-04-05 20:51:34.879,SWAP,1.18119,1.182051235305118,1.18159,1.180063419038896,0.0
LP_4,LOST,EUR,BS,2021-04-05 21:35:42.584,SWAP,1.181465,1.182936387935323,1.181865,1.180052113881552,0.0
LP_4,LOST,EUR,BS,2021-04-06 07:09:08.006,SWAP,1.180135,1.180664083371626,1.180535,1.179430775013386,0.0
LP_4,LOST,EUR,BS,2021-04-06 09:29:25.284,SWAP,1.18134,1.181469355811285,1.18174,1.180943520235343,0.0
LP_4,LOST,EUR,SB,2021-04-06 12:19:54.525,SWAP,1.181245,1.18107428787718,1.182045,1.181752937707655,0.0
LP_4,LOST,EUR,BS,2021-04-06 15:14:29.207,SWAP,1.184555,1.18466935679502,1.184955,1.184201831924995,0.0
LP_4,LOST,EUR,SB,2021-04-06 15:14:32.561,SWAP,1.184345,1.183896130929291,1.185145,1.185148188555995,0.0
LP_4,LOST,EUR,BS,2021-04-06 20:27:45.411,SWAP,1.187785,1.188711217329728,1.188185,1.186598165567539,0.0
LP_4,LOST,EUR,SB,2021-04-06 20:55:42.152,SWAP,1.1875,1.187228725359979,1.1883,1.188001251690124,0.0
LP_4,LOST,GBP,SB,2021-04-05 09:15:08.820,SWAP,1.386085,1.385596929897738,1.386385,1.386643798025845,0.0
LP_4,LOST,GBP,BS,2021-04-05 09:17:35.431,SWAP,1.385995,1.386478558816929,1.385895,1.385105511316242,0.0
LP_4,LOST,GBP,BS,2021-04-05 13:12:10.771,SWAP,1.387595,1.387977203694867,1.387495,1.387008736871821,0.0
LP_4,LOST,GBP,BS,2021-04-05 13:28:01.176,SWAP,1.3882,1.388811423173959,1.3881,1.387634001033648,0.0
LP_4,LOST,GBP,BS,2021-04-05 14:38:18.520,SWAP,1.389785,1.390311854977841,1.389685,1.388876708492441,0.0
LP_4,LOST,GBP,SB,2021-04-05 16:37:47.086,SWAP,1.390145,1.38948579195214,1.390445,1.390792376985181,0.0
LP_4,LOST,GBP,SB,2021-04-05 19:20:52.144,SWAP,1.39005,1.388251610499881,1.39035,1.391985272671608,0.0
LP_4,LOST,GBP,SB,2021-04-06 08:16:02.120,SWAP,1.38608,1.38358441123588,1.38638,1.388427057937699,0.0
LP_4,LOST,GBP,SB,2021-04-06 10:53:16.356,SWAP,1.38343,1.382731379856168,1.38373,1.384217959332117,0.0
LP_4,LOST,GBP,BS,2021-04-06 11:22:08.234,SWAP,1.38332,1.383866928795586,1.38322,1.382691963760927,0.0
LP_4,LOST,GBP,SB,2021-04-06 13:32:05.049,SWAP,1.38452,1.38404035260018,1.38482,1.385179280338057,0.0
LP_4,LOST,GBP,BS,2021-04-06 19:42:56.383,SWAP,1.382765,1.383484683510048,1.382665,1.381748287786685,0.0
LP_4,LOST,GBP,BS,2021-04-06 20:21:12.175,SWAP,1.383195,1.384649904554693,1.383095,1.381970562712622,0.0
LP_4,LOST,USD,BS,2021-04-05 09:20:34.051,SWAP,110.612,110.6225018758985,110.562,110.5801494791198,0.0
LP_4,LOST,USD,BS,2021-04-05 11:29:25.436,SWAP,110.5305,110.5362670563761,110.4805,110.4925454693748,0.0
LP_4,LOST,USD,SB,2021-04-05 12:19:32.932,SWAP,110.502,110.4296908793334,110.492,110.5861350678037,0.0
LP_4,LOST,USD,SB,2021-04-05 13:42:09.617,SWAP,110.3905,110.3239150962217,110.3805,110.4687519383366,0.0
LP_4,LOST,USD,SB,2021-04-05 15:21:13.974,SWAP,110.0745,110.0576988131203,110.0645,110.1161916241813,0.0
LP_4,LOST,USD,BS,2021-04-05 15:39:17.665,SWAP,110.0905,110.0993536264454,110.0405,110.062373956762,0.0
LP_4,LOST,USD,SB,2021-04-05 21:12:05.756,SWAP,110.1525,110.0775084050517,110.1425,110.2401585854816,0.0
LP_4,LOST,USD,SB,2021-04-06 08:30:00.496,SWAP,110.3425,110.3302314046575,110.3325,110.379553485944,0.0
LP_4,LOST,USD,SB,2021-04-06 10:36:22.546,SWAP,110.523,110.4738874849248,110.513,110.5769758755766,0.0
LP_4,LOST,USD,SB,2021-04-06 10:42:54.009,SWAP,110.5275,110.468372214903,110.5175,110.6311457307471,0.0
LP_4,LOST,USD,BS,2021-04-06 14:13:56.204,SWAP,109.846,109.8521332396175,109.796,109.8100647448523,0.0
LP_4,LOST,USD,SB,2021-04-06 15:28:29.609,SWAP,109.81,109.7713496579957,109.8,109.8883006461876,0.0
LP_4,LOST,USD,BS,2021-04-06 19:45:00.855,SWAP,109.861,109.9631834748355,109.811,109.7372145570605,0.0
LP_5,LOST,AUD,SB,2021-04-05 07:49:12.138,SWAP,0.76083,0.7604176143193406,0.76113,0.7614142275716269,0.0
LP_5,LOST,AUD,BS,2021-04-05 08:09:22.677,SWAP,0.7618449999999999,0.7620802152627957,0.7617449999999999,0.7615303993404509,0.0
LP_5,LOST,AUD,SB,2021-04-05 10:07:25.755,SWAP,0.7617849999999999,0.7610823323288075,0.7620849999999999,0.7627475469540399,0.0
LP_5,LOST,AUD,SB,2021-04-05 12:58:13.984,SWAP,0.76349,0.762528685163498,0.76379,0.7646209305612696,0.0
LP_5,LOST,AUD,BS,2021-04-05 17:39:56.495,SWAP,0.765355,0.7657572232129963,0.765255,0.7648706441089369,0.0
LP_5,LOST,AUD,SB,2021-04-05 18:27:33.478,SWAP,0.765245,0.7650545715011785,0.7655449999999999,0.7657013229909714,0.0
LP_5,LOST,AUD,BS,2021-04-05 22:00:23.331,SWAP,0.765215,0.7661221854938943,0.765115,0.7637831690983936,0.0
LP_5,LOST,AUD,SB,2021-04-06 07:50:16.178,SWAP,0.763235,0.7626672792017312,0.763535,0.7642088236316038,0.0
LP_5,LOST,AUD,BS,2021-04-06 10:28:09.974,SWAP,0.761195,0.7617659399123101,0.761095,0.7604573501621927,0.0
LP_5,LOST,AUD,BS,2021-04-06 13:25:10.025,SWAP,0.76414,0.7642951186920673,0.76404,0.7637954093320082,0.0
LP_5,LOST,AUD,BS,2021-04-06 15:00:07.235,SWAP,0.7657799999999999,0.7675383925883202,0.7656799999999999,0.7645329597601103,0.0
LP_5,LOST,AUD,BS,2021-04-06 16:08:17.519,SWAP,0.7656499999999999,0.7662828427745034,0.76555,0.7648857003698016,0.0
LP_5,LOST,AUD,SB,2021-04-06 18:00:58.736,SWAP,0.765485,0.7648039857315441,0.7657849999999999,0.7660703561317727,0.0
LP_5,LOST,AUD,SB,2021-04-06 19:33:15.454,SWAP,0.76634,0.7661733684896459,0.76664,0.7666223323541522,0.0
LP_5,LOST,AUD,SB,2021-04-06 21:02:04.952,SWAP,0.7663099999999999,0.7662189604405985,0.7666099999999999,0.7666310206463147,0.0
