LP,OutCome,TradeCcy,Side,TradeTime,ProductType,PriceShown,MissedByPIPS
LP_1,LOST,AUD,B,2021-04-06 18:21:54.983,SPOT,0.7665416024536047,0.5160245360458227
LP_1,LOST,AUD,B,2021-04-06 21:21:00.693,SPOT,0.7666802694272535,0.8026942725347652
LP_1,LOST,AUD,B,2021-04-06 22:09:02.325,SPOT,0.7666425941850661,0.6259418506604497
LP_1,LOST,AUD,S,2021-04-06 22:49:34.235,SPOT,0.7650090518556609,3.1094814433918483
LP_1,LOST,AUD,S,2021-04-07 08:08:35.575,SPOT,0.7619983638074151,5.316361925848945
LP_1,LOST,AUD,S,2021-04-07 08:38:09.223,SPOT,0.7627040568643166,2.059431356834507
LP_1,LOST,AUD,S,2021-04-07 11:47:56.092,SPOT,0.7626999466647102,4.700533352898217
LP_1,LOST,AUD,S,2021-04-07 12:55:18.516,SPOT,0.7616633008178139,0.46699182186249466
LP_1,LOST,AUD,S,2021-04-07 20:01:41.085,SPOT,0.761071899642958,0.1810035704208346
LP_1,LOST,AUD,S,2021-04-08 08:36:11.152,SPOT,0.7622313173903175,2.7868260968255676
LP_1,LOST,AUD,S,2021-04-08 10:00:03.493,SPOT,0.7626734377298836,0.6656227011647697
LP_1,LOST,AUD,B,2021-04-08 10:11:16.530,SPOT,0.7648018164823538,7.218164823536988
LP_1,LOST,AUD,S,2021-04-08 11:43:29.252,SPOT,0.7636709119307766,1.590880692233787
LP_1,LOST,AUD,S,2021-04-08 12:34:25.570,SPOT,0.7641223354830152,2.076645169848401
LP_1,LOST,AUD,B,2021-04-08 17:41:57.641,SPOT,0.7655616676302154,0.3166763021533736
LP_1,LOST,AUD,S,2021-04-08 19:51:42.410,SPOT,0.764882867319218,1.6713268078205612
LP_1,LOST,AUD,S,2021-04-09 07:49:50.625,SPOT,0.7600667970558705,3.932029441294782
LP_1,LOST,AUD,B,2021-04-09 08:49:21.590,SPOT,0.7620755489694921,1.2554896949212857
LP_1,LOST,AUD,S,2021-04-09 11:54:52.300,SPOT,0.7633779072266185,0.4209277338163009
LP_1,LOST,AUD,B,2021-04-09 13:36:44.598,SPOT,0.7629015844356759,1.3158443567584666
LP_1,LOST,AUD,B,2021-04-09 14:26:38.794,SPOT,0.7634356807226177,2.2568072261763827
LP_1,LOST,AUD,S,2021-04-09 14:35:45.157,SPOT,0.7617802170069147,1.897829930853634
LP_1,LOST,AUD,B,2021-04-09 17:13:37.063,SPOT,0.7628805004838262,0.40500483826089173
LP_1,LOST,AUD,S,2021-04-09 20:59:59.803,SPOT,0.7611417014400651,0.48298559934933927
LP_1,LOST,AUD,S,2021-04-12 08:16:15.199,SPOT,0.7607063583419044,4.036416580956992
LP_1,LOST,AUD,S,2021-04-12 08:18:06.172,SPOT,0.7612643294425159,0.45670557484167595
LP_1,LOST,AUD,S,2021-04-12 12:01:49.088,SPOT,0.761661012442139,4.3898755786109245
LP_1,LOST,AUD,B,2021-04-12 15:31:45.149,SPOT,0.7625519231439294,0.7192314392934218
LP_1,LOST,AUD,B,2021-04-12 16:21:30.724,SPOT,0.7628389804106266,0.8898041062654904
LP_1,LOST,AUD,S,2021-04-12 16:53:49.886,SPOT,0.762357825557794,0.7217444220608549
LP_1,LOST,AUD,S,2021-04-12 20:12:04.003,SPOT,0.762039498179248,0.2050182075208351
LP_1,LOST,AUD,S,2021-04-13 07:34:20.523,SPOT,0.7608053067428495,1.3469325715054214
LP_1,LOST,AUD,S,2021-04-13 08:10:04.041,SPOT,0.7601234062803257,1.7659371967437831
LP_1,LOST,AUD,B,2021-04-13 13:06:23.277,SPOT,0.7622107632596817,1.6076325968161775
LP_1,LOST,AUD,B,2021-04-13 14:36:56.536,SPOT,0.7625669867462562,0.6698674625615908
LP_1,LOST,AUD,S,2021-04-13 20:19:27.144,SPOT,0.7643720551792123,1.1794482078786306
LP_1,LOST,AUD,B,2021-04-13 21:42:29.043,SPOT,0.765245536254911,4.055362549109098
LP_1,LOST,AUD,S,2021-04-14 08:44:46.979,SPOT,0.7684209465550185,2.890534449816462
LP_1,LOST,AUD,S,2021-04-14 11:39:53.283,SPOT,0.7678357750990715,4.0422490092850705
LP_1,LOST,AUD,S,2021-04-14 11:56:46.205,SPOT,0.7676914747910912,1.3852520890877962
LP_1,LOST,AUD,B,2021-04-14 15:35:15.241,SPOT,0.7736028254840551,3.4282548405506486
LP_1,LOST,AUD,B,2021-04-14 16:20:25.752,SPOT,0.7750446658541283,9.046658541282948
LP_1,LOST,AUD,B,2021-04-14 20:41:50.640,SPOT,0.772766385801886,0.6638580188589316
LP_1,LOST,AUD,S,2021-04-14 21:16:17.091,SPOT,0.7727331758797141,0.4682412028589322
LP_1,LOST,AUD,B,2021-04-15 07:12:03.749,SPOT,0.7746363624317532,3.263624317531022
LP_1,LOST,AUD,B,2021-04-15 08:20:21.494,SPOT,0.7754793074714504,2.5930747145042066
LP_1,LOST,AUD,B,2021-04-15 09:46:22.709,SPOT,0.7768677705592919,7.37770559291806
LP_1,LOST,AUD,S,2021-04-15 16:18:17.685,SPOT,0.774328157366257,1.8184263374299015
LP_1,LOST,AUD,B,2021-04-15 16:26:06.278,SPOT,0.774996078774764,0.9607877476391913
LP_1,LOST,AUD,S,2021-04-15 16:31:31.658,SPOT,0.7736890215935884,6.009784064116008
LP_1,LOST,AUD,S,2021-04-15 16:37:21.237,SPOT,0.7746561990786094,0.4380092139066871
LP_1,LOST,AUD,S,2021-04-15 18:18:59.163,SPOT,0.7751835454318325,0.5645456816749661
LP_1,LOST,AUD,S,2021-04-16 13:02:20.649,SPOT,0.7741769374558846,1.0306254411551752
LP_1,LOST,AUD,S,2021-04-16 16:46:52.430,SPOT,0.7724482307772652,5.017692227348158
LP_1,LOST,AUD,B,2021-04-16 20:42:33.664,SPOT,0.7738958132472853,1.0581324728520247
LP_1,LOST,AUD,S,2021-04-16 20:59:59.953,SPOT,0.772875808345308,1.1419165469206405
LP_1,LOST,AUD,S,2021-04-19 07:26:45.427,SPOT,0.7741050008743154,1.1499912568457837
LP_1,LOST,AUD,B,2021-04-19 08:43:57.069,SPOT,0.7782760397531292,0.16039753129137857
LP_1,LOST,AUD,S,2021-04-19 11:06:06.799,SPOT,0.777017598200248,0.724017997520976
LP_1,LOST,AUD,B,2021-04-19 11:08:43.116,SPOT,0.7794078239918453,4.278239918451554
LP_1,LOST,AUD,B,2021-04-19 13:21:09.826,SPOT,0.7771601072183116,2.8010721831162044
LP_1,LOST,AUD,S,2021-04-19 13:57:09.049,SPOT,0.7768364389967859,0.03561003214191949
LP_1,LOST,AUD,S,2021-04-19 17:21:54.397,SPOT,0.7755094145312276,1.2058546877247167
LP_1,LOST,AUD,B,2021-04-19 19:16:17.122,SPOT,0.7764676010023371,4.0760100233705465
LP_1,LOST,AUD,S,2021-04-20 07:55:55.547,SPOT,0.779806191662487,4.238083375130985
LP_1,LOST,AUD,S,2021-04-20 08:56:07.639,SPOT,0.7778807857896842,5.892142103158804
LP_1,LOST,AUD,S,2021-04-20 15:34:38.802,SPOT,0.7721397924797484,5.602075202516543
LP_1,LOST,AUD,B,2021-04-20 19:32:25.624,SPOT,0.7725885243485939,0.48524348593814715
LP_1,LOST,AUD,B,2021-04-20 20:26:33.254,SPOT,0.7729685493656872,1.4854936568708954
LP_1,LOST,AUD,S,2021-04-20 22:31:24.806,SPOT,0.7719088201765569,2.6117982344309176
LP_1,LOST,AUD,B,2021-04-21 09:44:38.723,SPOT,0.7717803398242145,0.8033982421440378
LP_1,LOST,AUD,S,2021-04-21 14:14:21.834,SPOT,0.7715002960680665,4.1970393193357936
LP_1,LOST,AUD,S,2021-04-21 17:07:02.902,SPOT,0.7745678554201465,0.3214457985356578
LP_1,LOST,AUD,S,2021-04-21 17:08:37.344,SPOT,0.7744327224052978,3.572775947022766
LP_1,LOST,AUD,S,2021-04-22 08:27:04.408,SPOT,0.7741911822752822,1.9881772471785908
LP_1,LOST,AUD,B,2021-04-22 08:36:40.088,SPOT,0.7754971926253934,1.471926253933109
LP_1,LOST,AUD,B,2021-04-22 09:49:41.437,SPOT,0.7746633335879849,0.03333587984877262
LP_1,LOST,AUD,S,2021-04-22 14:37:57.666,SPOT,0.7708281677376476,0.9183226235243147
LP_1,LOST,AUD,B,2021-04-22 16:20:51.203,SPOT,0.7734848707136159,1.6487071361581673
LP_1,LOST,AUD,S,2021-04-22 17:36:36.564,SPOT,0.770716617132324,1.0338286767608285
LP_1,LOST,AUD,S,2021-04-22 22:20:52.500,SPOT,0.7695626731226934,1.4732687730667493
LP_1,LOST,AUD,S,2021-04-23 08:03:40.374,SPOT,0.7734047768394308,0.7522316056929323
LP_1,LOST,AUD,B,2021-04-23 11:21:28.150,SPOT,0.7732473657183405,1.3736571834044309
LP_1,LOST,AUD,B,2021-04-23 14:19:07.128,SPOT,0.7736518940760511,1.418940760510301
LP_1,LOST,AUD,B,2021-04-23 14:33:26.553,SPOT,0.7746450607622039,1.6506076220379473
LP_1,LOST,AUD,S,2021-04-23 16:45:26.831,SPOT,0.772915425403239,4.145745967610859
LP_1,LOST,AUD,S,2021-04-23 16:55:16.238,SPOT,0.7727283402557995,4.916597442005122
LP_1,LOST,AUD,B,2021-04-23 20:59:59.903,SPOT,0.7752558431621154,6.158431621152705
LP_1,LOST,AUD,B,2021-04-26 15:44:36.466,SPOT,0.780651966229366,0.4196622936591954
LP_1,LOST,AUD,B,2021-04-26 21:31:01.084,SPOT,0.7811631837123388,1.5318371233874473
LP_1,LOST,AUD,B,2021-04-26 22:56:25.290,SPOT,0.7800436309571459,0.6363095714578826
LP_1,LOST,AUD,B,2021-04-27 09:30:50.065,SPOT,0.7780350837767399,3.350837767398529
LP_1,LOST,AUD,B,2021-04-27 09:49:53.478,SPOT,0.7782976176222339,5.876176222339158
LP_1,LOST,AUD,S,2021-04-27 11:13:09.375,SPOT,0.7778121541038403,0.8784589615973282
LP_1,LOST,AUD,B,2021-04-27 13:42:30.485,SPOT,0.7781330593867587,1.0305938675858606
LP_1,LOST,AUD,B,2021-04-27 16:44:20.773,SPOT,0.7779457234277215,1.3572342772139034
LP_1,LOST,AUD,B,2021-04-27 20:50:37.585,SPOT,0.7776922544974121,3.1225449741201228
LP_1,LOST,AUD,B,2021-04-28 07:48:37.729,SPOT,0.7742874040529141,1.1740405291404965
LP_1,LOST,AUD,B,2021-04-28 07:55:14.297,SPOT,0.7745600132447353,1.200132447353175
LP_1,LOST,AUD,S,2021-04-28 09:00:28.171,SPOT,0.7737589718874442,4.11028112555778
LP_1,LOST,AUD,B,2021-04-28 09:20:35.392,SPOT,0.7748707855500413,0.10785550041192415
LP_1,LOST,AUD,B,2021-04-28 09:32:14.973,SPOT,0.7749581088101912,0.3810881019117307
LP_1,LOST,AUD,S,2021-04-28 16:07:39.151,SPOT,0.7762864399688328,1.13560031167248
LP_1,LOST,AUD,B,2021-04-28 16:13:41.240,SPOT,0.7776593984584947,0.9939845849471496
LP_1,LOST,AUD,S,2021-04-28 16:31:11.046,SPOT,0.7758151019211418,4.6489807885830015
LP_1,LOST,AUD,S,2021-04-29 07:10:00.145,SPOT,0.7785969738368604,0.23026163139650002
LP_1,LOST,AUD,S,2021-04-29 07:43:41.097,SPOT,0.7784959856784599,1.0401432154016899
LP_1,LOST,AUD,S,2021-04-29 08:49:59.275,SPOT,0.7768291908507924,3.7080914920772923
LP_1,LOST,AUD,B,2021-04-29 14:03:43.063,SPOT,0.7769327989995642,1.3279899956419872
LP_1,LOST,AUD,S,2021-04-29 18:23:00.842,SPOT,0.7753485554857964,3.114445142036182
LP_1,LOST,AUD,S,2021-04-29 22:46:44.567,SPOT,0.7765297295237197,0.40270476280412915
LP_1,LOST,AUD,B,2021-04-30 07:34:04.203,SPOT,0.777550284305527,3.402843055269056
LP_1,LOST,AUD,B,2021-04-30 08:27:01.462,SPOT,0.7771325582961148,0.7255829611474418
LP_1,LOST,AUD,B,2021-04-30 10:06:55.558,SPOT,0.7777750613532793,2.2506135327926557
LP_1,LOST,AUD,B,2021-04-30 11:10:58.849,SPOT,0.7771641579566947,2.741579566946095
LP_1,LOST,AUD,S,2021-04-30 13:19:21.526,SPOT,0.7753198481425995,2.2015185740065224
LP_1,LOST,AUD,B,2021-04-30 20:13:25.126,SPOT,0.7713028628611379,0.8286286113790009
LP_1,LOST,AUD,B,2021-04-30 20:59:59.905,SPOT,0.7723186711806921,2.486711806920505
LP_1,LOST,AUD,S,2021-05-03 09:50:35.939,SPOT,0.7714013235018642,2.1867649813589463
LP_1,LOST,AUD,B,2021-05-03 15:30:04.961,SPOT,0.7761793835598619,1.493835598618265
LP_1,LOST,AUD,B,2021-05-03 15:59:18.696,SPOT,0.776010069933962,0.6006993396201477
LP_1,LOST,AUD,S,2021-05-03 17:38:43.221,SPOT,0.7758779066084378,1.8209339156227689
LP_1,LOST,AUD,B,2021-05-03 18:13:46.908,SPOT,0.7770880011568974,0.5800115689724716
LP_1,LOST,AUD,B,2021-05-03 19:06:22.010,SPOT,0.777156291010375,3.662910103748862
LP_1,LOST,AUD,S,2021-05-03 20:35:25.604,SPOT,0.7750645896455237,4.354103544763621
LP_1,LOST,AUD,S,2021-05-03 21:51:11.192,SPOT,0.7760317581925237,0.3824180747635797
LP_1,LOST,AUD,S,2021-05-03 22:22:16.402,SPOT,0.7758743950603522,1.1560493964790641
LP_1,LOST,AUD,B,2021-05-04 09:22:34.129,SPOT,0.7717734938384089,2.634938384088459
LP_1,LOST,AUD,S,2021-05-04 09:28:26.485,SPOT,0.7710950999603267,1.5490003967344457
LP_1,LOST,AUD,B,2021-05-04 10:26:53.585,SPOT,0.7721360027730737,2.2600277307360805
LP_1,LOST,AUD,B,2021-05-04 12:05:10.645,SPOT,0.7718035226894356,5.935226894355772
LP_1,LOST,AUD,S,2021-05-04 12:43:27.836,SPOT,0.7700533603788372,4.066396211628298
LP_1,LOST,AUD,S,2021-05-04 16:24:53.737,SPOT,0.7687904294307825,3.1957056921760874
LP_1,LOST,AUD,B,2021-05-04 17:40:01.057,SPOT,0.7705779878706056,1.5798787060550268
LP_1,LOST,AUD,B,2021-05-05 08:28:12.803,SPOT,0.772839099424547,3.290994245469525
LP_1,LOST,AUD,B,2021-05-05 08:29:53.696,SPOT,0.7732905595053073,3.0055950530727404
LP_1,LOST,AUD,S,2021-05-05 08:37:24.114,SPOT,0.771347548885982,0.22451114018107177
LP_1,LOST,AUD,S,2021-05-05 08:38:52.445,SPOT,0.7719720947625278,0.779052374721978
LP_1,LOST,AUD,S,2021-05-05 08:39:18.026,SPOT,0.7705744281929264,6.555718070736516
LP_1,LOST,AUD,B,2021-05-05 11:30:24.909,SPOT,0.7739797587622298,0.6975876222969912
LP_1,LOST,AUD,S,2021-05-05 11:31:09.566,SPOT,0.7727981835881164,1.7181641188368513
LP_1,LOST,AUD,B,2021-05-05 12:54:39.860,SPOT,0.7741055113091841,0.9551130918405981
LP_1,LOST,AUD,S,2021-05-05 16:49:06.177,SPOT,0.774121195359222,0.3880464077810064
LP_1,LOST,AUD,S,2021-05-06 17:05:17.933,SPOT,0.7763614237000724,4.285762999276521
LP_1,LOST,AUD,B,2021-05-06 21:41:21.568,SPOT,0.7786392145513396,1.292145513395182
LP_1,LOST,AUD,S,2021-05-06 22:34:01.675,SPOT,0.777969178129691,0.8082187030900023
LP_1,LOST,AUD,B,2021-05-07 07:28:04.652,SPOT,0.7767809010593196,1.1090105931954586
LP_1,LOST,AUD,B,2021-05-07 12:40:07.479,SPOT,0.7824373744453526,1.1737444535253605
LP_1,LOST,AUD,S,2021-05-07 14:11:00.743,SPOT,0.7823786284379955,0.3137156200450075
LP_1,LOST,AUD,B,2021-05-10 07:52:23.277,SPOT,0.7861868096431828,4.4680964318266625
LP_1,LOST,AUD,B,2021-05-10 09:23:25.890,SPOT,0.787662806448956,0.8280644895597433
LP_1,LOST,AUD,B,2021-05-10 12:30:53.395,SPOT,0.7890774339300979,1.474339300978622
LP_1,LOST,AUD,B,2021-05-10 12:31:50.067,SPOT,0.7891705946304087,2.105946304086226
LP_1,LOST,AUD,S,2021-05-10 13:14:54.330,SPOT,0.7868309279087353,6.090720912647063
LP_1,LOST,AUD,B,2021-05-10 13:32:37.544,SPOT,0.7899410291474722,5.210291474722073
LP_1,LOST,AUD,S,2021-05-10 13:46:05.149,SPOT,0.7871650834942905,1.2491650570956025
LP_1,LOST,AUD,B,2021-05-10 14:22:55.896,SPOT,0.7881104785664022,1.3047856640213684
LP_1,LOST,AUD,S,2021-05-10 17:27:12.294,SPOT,0.7858109332519176,1.3906674808239483
LP_1,LOST,AUD,S,2021-05-10 18:30:52.232,SPOT,0.7839179876683926,3.9201233160746085
LP_1,LOST,AUD,S,2021-05-10 21:42:10.627,SPOT,0.7830462825507021,0.7371744929796087
LP_1,LOST,AUD,B,2021-05-11 15:49:56.935,SPOT,0.7847363352850371,0.8633528503698695
LP_1,LOST,AUD,S,2021-05-11 17:37:35.430,SPOT,0.7834881202244935,0.11879775506540291
LP_1,LOST,AUD,S,2021-05-11 17:56:04.605,SPOT,0.7840268456492787,1.2315435072129954
LP_1,LOST,AUD,B,2021-05-11 19:17:53.061,SPOT,0.7845284107359382,0.5841073593804147
LP_1,LOST,AUD,S,2021-05-11 19:44:21.748,SPOT,0.7836983012875061,2.3169871249395513
LP_1,LOST,AUD,S,2021-05-11 20:48:24.832,SPOT,0.7837276252155265,0.4237478447355336
LP_1,LOST,AUD,S,2021-05-12 09:38:39.262,SPOT,0.779745094405257,0.6490559474314761
LP_1,LOST,AUD,B,2021-05-12 14:33:21.929,SPOT,0.776142514031578,2.7251403157790843
LP_1,LOST,AUD,S,2021-05-12 18:04:26.972,SPOT,0.7729791760865946,0.9082391340542451
LP_1,LOST,AUD,S,2021-05-12 19:03:05.677,SPOT,0.772508486029756,2.315139702441238
LP_1,LOST,AUD,S,2021-05-12 20:55:06.037,SPOT,0.7725277222094488,0.22277790551306076
LP_1,LOST,AUD,B,2021-05-13 07:10:15.781,SPOT,0.7736808261775063,2.4082617750631474
LP_1,LOST,AUD,S,2021-05-13 12:25:47.674,SPOT,0.7697845977672628,3.3540223273720304
LP_1,LOST,AUD,S,2021-05-13 15:09:25.786,SPOT,0.7721442932374675,1.3570676253260583
LP_1,LOST,AUD,S,2021-05-13 18:59:24.360,SPOT,0.7720562673802533,1.9373261974675593
LP_1,LOST,AUD,B,2021-05-13 20:37:21.168,SPOT,0.7737681578590173,0.9815785901723384
LP_1,LOST,AUD,B,2021-05-14 07:57:20.174,SPOT,0.774086350786806,1.263507868058955
LP_1,LOST,AUD,B,2021-05-14 09:10:18.348,SPOT,0.7758032505154495,5.732505154494305
LP_1,LOST,AUD,B,2021-05-14 12:54:42.944,SPOT,0.7759500324961288,1.7003249612879134
LP_1,LOST,AUD,S,2021-05-14 13:48:08.077,SPOT,0.7757460760668488,4.839239331513312
LP_1,LOST,AUD,B,2021-05-14 16:05:48.759,SPOT,0.7780197542683457,1.1975426834565095
LP_1,LOST,AUD,B,2021-05-14 18:33:36.721,SPOT,0.7789817936359512,3.2179363595119526
LP_1,LOST,AUD,S,2021-05-14 19:37:51.572,SPOT,0.7773248190464326,3.1518095356752873
LP_1,LOST,AUD,S,2021-05-14 20:59:59.904,SPOT,0.7775433815762862,0.3661842371383006
LP_1,LOST,AUD,B,2021-05-17 07:46:20.663,SPOT,0.7750636309672405,1.236309672404401
LP_1,LOST,AUD,B,2021-05-17 09:49:27.249,SPOT,0.7763192209722429,1.9922097224289725
LP_1,LOST,AUD,B,2021-05-17 10:36:41.539,SPOT,0.776564200690952,2.84200690951919
LP_1,LOST,AUD,S,2021-05-17 11:30:28.656,SPOT,0.7733397001572173,5.2029984278278985
LP_1,LOST,AUD,B,2021-05-17 13:37:32.338,SPOT,0.7762213131123569,1.913131123567613
LP_1,LOST,AUD,S,2021-05-17 20:12:35.890,SPOT,0.7758358879193611,4.64112080639012
LP_1,LOST,AUD,S,2021-05-18 09:40:28.644,SPOT,0.7797258541558068,1.341458441933563
LP_1,LOST,AUD,S,2021-05-18 12:04:37.954,SPOT,0.7799560640858545,1.139359141455465
LP_1,LOST,AUD,S,2021-05-18 16:01:01.045,SPOT,0.7775417101359503,1.0828986404975982
LP_1,LOST,AUD,B,2021-05-18 16:16:01.595,SPOT,0.7786352120698773,1.452120698772763
LP_1,LOST,AUD,B,2021-05-18 18:07:47.178,SPOT,0.7811579889302834,4.779889302833906
LP_1,LOST,AUD,B,2021-05-19 10:22:39.307,SPOT,0.7759526708571511,5.226708571510752
LP_1,LOST,AUD,S,2021-05-19 11:16:11.739,SPOT,0.7739723347502566,0.4766524974342268
LP_1,LOST,AUD,S,2021-05-19 16:12:52.951,SPOT,0.7752836617065136,0.9633829348643097
LP_1,LOST,AUD,S,2021-05-19 18:37:03.536,SPOT,0.7728050498884959,0.9495011150417731
LP_1,LOST,AUD,S,2021-05-19 19:25:15.237,SPOT,0.7711153493894065,6.046506105935601
LP_1,LOST,AUD,S,2021-05-19 20:55:47.753,SPOT,0.7718561578263228,3.038421736772934
LP_1,LOST,AUD,B,2021-05-19 21:18:45.404,SPOT,0.7731334839677169,1.7348396771676988
LP_1,LOST,AUD,S,2021-05-19 22:13:16.721,SPOT,0.771266271009565,4.437289904350994
LP_1,LOST,AUD,B,2021-05-19 22:25:39.187,SPOT,0.7740975877550983,6.875877550982512
LP_1,LOST,AUD,B,2021-05-20 07:02:28.070,SPOT,0.7755200465205884,1.1004652058832498
LP_1,LOST,AUD,B,2021-05-20 07:12:56.578,SPOT,0.7759103204208263,2.603204208262433
LP_1,LOST,AUD,B,2021-05-20 15:08:19.778,SPOT,0.7775708308432325,1.8083084323250453
LP_1,LOST,AUD,B,2021-05-20 15:55:27.131,SPOT,0.7784146869271108,0.44686927110682007
LP_1,LOST,AUD,S,2021-05-20 16:33:10.633,SPOT,0.7762819912781888,1.480087218113102
LP_1,LOST,AUD,S,2021-05-20 19:43:40.834,SPOT,0.7771159563076102,0.5404369238981577
LP_1,LOST,AUD,B,2021-05-20 22:11:46.776,SPOT,0.77768312012349,0.13120123489862578
LP_1,LOST,AUD,B,2021-05-21 11:51:34.710,SPOT,0.7782878099539581,1.8780995395806244
LP_1,LOST,AUD,B,2021-05-21 12:43:35.040,SPOT,0.7789779834749927,4.17983474992667
LP_1,LOST,AUD,B,2021-05-21 14:26:04.712,SPOT,0.7744528012824757,0.22801282475670703
LP_1,LOST,AUD,B,2021-05-21 16:03:12.804,SPOT,0.7734731570930231,1.2315709302301858
LP_1,LOST,AUD,B,2021-05-21 18:06:10.665,SPOT,0.7736349097592754,2.2490975927536017
LP_1,LOST,AUD,S,2021-05-21 19:01:49.304,SPOT,0.7727334814266894,0.665185733106366
LP_1,LOST,AUD,S,2021-05-24 08:13:12.468,SPOT,0.7730010166225195,2.8898337748051173
LP_1,LOST,AUD,B,2021-05-24 08:21:38.393,SPOT,0.7742977059052554,1.3770590525530313
LP_1,LOST,AUD,B,2021-05-24 11:22:48.383,SPOT,0.7728125886755853,0.7258867558523896
LP_1,LOST,AUD,B,2021-05-24 17:59:28.453,SPOT,0.7757798209166493,1.598209166492337
LP_1,LOST,AUD,B,2021-05-24 19:14:01.050,SPOT,0.7770107461392964,5.307461392963786
LP_1,LOST,AUD,S,2021-05-24 21:00:41.123,SPOT,0.7747829062358436,1.5709376415651288
LP_1,LOST,AUD,B,2021-05-24 22:07:16.210,SPOT,0.777086471179726,6.764711797259126
LP_1,LOST,AUD,B,2021-05-24 22:23:15.808,SPOT,0.7765907034114912,5.807034114910792
LP_1,LOST,AUD,S,2021-05-25 09:23:21.618,SPOT,0.7755479276966584,1.920723033417282
LP_1,LOST,AUD,S,2021-05-25 09:38:44.658,SPOT,0.7758101244027443,0.3987559725571188
LP_1,LOST,AUD,B,2021-05-25 15:05:16.052,SPOT,0.7757456042760803,2.3560427608027013
LP_1,LOST,AUD,B,2021-05-25 16:22:01.067,SPOT,0.7743247550123152,0.5475501231522184
LP_1,LOST,AUD,S,2021-05-25 20:07:38.033,SPOT,0.7746362607091865,0.3373929081362803
LP_1,LOST,AUD,S,2021-05-26 10:02:16.126,SPOT,0.7777814101353299,0.3858986467020209
LP_1,LOST,AUD,B,2021-05-26 10:29:39.352,SPOT,0.7786237021901533,0.2370219015324082
LP_1,LOST,AUD,B,2021-05-26 11:12:18.951,SPOT,0.7782409217795864,0.5092177958632149
LP_1,LOST,AUD,S,2021-05-26 11:53:48.926,SPOT,0.7766611467589486,3.988532410514889
LP_1,LOST,AUD,S,2021-05-26 16:38:49.199,SPOT,0.7733637540285496,4.862459714504164
LP_1,LOST,AUD,S,2021-05-26 16:55:42.681,SPOT,0.7738727271485399,0.7727285146008622
LP_1,LOST,AUD,S,2021-05-26 19:16:20.090,SPOT,0.7729704795386241,5.495204613760185
LP_1,LOST,AUD,S,2021-05-26 19:57:43.669,SPOT,0.7739657005976933,0.7429940230674337
LP_1,LOST,AUD,B,2021-05-27 08:26:07.632,SPOT,0.775353723465902,0.33723465902024685
LP_1,LOST,AUD,B,2021-05-27 10:26:41.905,SPOT,0.7758833702766796,6.133702766796256
LP_1,LOST,AUD,B,2021-05-27 11:12:59.373,SPOT,0.7760931864470096,3.331864470095258
LP_1,LOST,AUD,B,2021-05-27 11:28:25.114,SPOT,0.7757190076295393,1.2900762953915734
LP_1,LOST,AUD,S,2021-05-27 13:31:16.457,SPOT,0.7734598862728552,1.1011372714486711
LP_1,LOST,AUD,B,2021-05-27 20:11:09.965,SPOT,0.7749042158941575,0.14215894157398878
