ParentOrderID,Symbol,LegSymbols,TradeCurrency,NumChildEvents,NumParentEvents,Trader,Account,SubAccount,AlgoName,AlgoUrgency,LP,AvgChildOrderQuantityUSD,TradeQuantityUSD,SpreadPaidPMChildOrders,ArrivalTime,ArrivalPrice,LimitPrice,SubmissionTime,SubmissionPrice,FirstFillTime,FirstFillPrice,LastTime,LastPrice,OrderQuantityUSD,OrderQuantity,Side,CurrencyPositions,AllInPrice,AllInNetPrice,ExecutionScore,ReversalScore,PrincipalMid,RiskTransferPrice,TradeQuantity,SlippageToArrivalMidTradePM,SlippageToArrivalMidTradeNetPM,SlippageToArrivalMidRemainPM,RemainQuantity,Duration,SlippageToArrivalMidPM,SlippageToArrivalMidNetPM,Date,TWAPPrice,SlippageToTWAPMidPM,SlippageToTWAPMidNetPM,TradeIntensity,OrderIntensity,RiskTransferCostReportedPM,G10EM,TimeZoneArrive,TimeZoneEnd,TradeSizeBucketUSDM,HourArrive,HourEnd,RiskTransferCostStaticPM,DailyVolatilityPct,RiskTransferCostVolBumpPM,RiskTransferCostModelPM,ArrivalVolatilityPct,RiskTransferCostTradefeedrPM,AssumedRisk,SlippageToArrivalMidRemainNetPM,ArrivalMidPerfBPS,ArrivalMidPerfTradeBPS,ArrivalMidPerfRemainBPS,ArrivalMidPerfNetBPS,ArrivalMidPerfTradeNetBPS,ArrivalMidPerfRemainNetBPS,TWAPMidPerfBPS,TWAPMidPerfNetBPS,SubmissionMidPerfTradeBPS,SubmissionMidPerfTradeNetBPS,FirstFillMidPerfTradeBPS,FirstFillMidPerfTradeNetBPS,SubmissionMidPerfRemainBPS,SubmissionMidPerfRemainNetBPS,FirstFillMidPerfRemainBPS,FirstFillMidPerfRemainNetBPS,SubmissionMidPerfBPS,SubmissionMidPerfNetBPS,FirstFillMidPerfBPS,FirstFillMidPerfNetBPS,TWAPPriceSubmission,TWAPPriceArrival,TWAPPriceFirstFill,TWAPPriceHalfSpeed,TWAPSubmissionMidPerfBPS,TWAPArrivalMidPerfBPS,TWAPFirstFillMidPerfBPS,TWAPHalfSpeedMidPerfBPS,ReversalBPSNeg10s,ReversalBPSNeg5s,ReversalBPSNeg1s,ReversalBPS0,ReversalBPS1s,ReversalBPS5s,ReversalBPS10s,ReversalBPS30s,ReversalBPS1m,ReversalBPS5m,ReversalBPS10m,SlippageToArrivalMidTradeUserPM,SlippageToArrivalMidTradeBankPM,ArrivalMidPerfTradeUserBPS,ArrivalMidPerfTradeBankBPS,UploadID,UploadedBy,ModifiedBy
20180907-A04,USDCAD,['USDCAD'],USD,19,2,Algo,Algo,DefaultSubAccount,AggressivePOL,,LP3,1198428.571,25167000,30.26647003,1.53632E+12,1.313075,,1.53632E+12,1.313075,1.53632E+12,1.313025,1.53632E+12,1.31311,50000000,50000000,B,"OrderedDict([('USD', 25167000.0), ('CAD', -33047759.1)])",1.313138598,1.313138598,29.37008273,7.121486442,,,25167000,48.43452527,48.43452527,26.65498924,24833000,120,37.6175009,37.6175009,07/09/2018,1.313069716,52.45898101,52.45898101,12.5835,25,,G10,London,London,0-50,11,11,500,7.105006667,,,8.233701249,281.8504764,1.668007393,26.65498924,-0.376175009,-0.484345253,-0.266549892,-0.376175009,-0.484345253,-0.266549892,-0.524512672,-0.52458981,-0.484345253,-0.484345253,-0.865163757,-0.865163757,-0.266549892,-0.266549892,-0.647360104,-0.647360104,-0.376175009,-0.376175009,-0.756989395,-0.756989395,1.313069726,1.313069726,1.313074222,1.312990479,-0.524512672,-0.524512672,-0.490270802,-1.128108435,-0.456930493,-0.228465247,-0.114232623,0,0.418852952,0.34269787,0.456930493,1.104248692,1.332713939,3.008125747,6.130484118,0,48.43452527,0,-0.484345253,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180907-A05,USDJPY,['USDJPY'],USD,7,2,Algo,Algo,DefaultSubAccount,Sweep,,LP2,12061444.44,108553000,60.26672698,1.53633E+12,110.957,,1.53633E+12,110.957,1.53633E+12,110.957,1.53633E+12,110.9555,200000000,200000000,B,"OrderedDict([('USD', 108553000.0), ('JPY', -12045369845.720001)])",110.9630305,110.9630305,0,0,,,108553000,54.34953903,54.34953903,-13.51875051,91447000,10,23.31778166,23.31778166,07/09/2018,110.9567424,56.67116566,56.67116566,651.318,1200,,G10,London,London,100-200,13,13,500,4.75185345,,,6.888867176,366.1567523,0.322037092,-13.51875051,-0.233177817,-0.54349539,0.135187505,-0.233177817,-0.54349539,0.135187505,-0.566176075,-0.566711657,-0.54349539,-0.54349539,-0.54349539,-0.54349539,0.135187505,0.135187505,0.135187505,0.135187505,-0.233177817,-0.233177817,-0.233177817,-0.233177817,110.9567484,110.9567484,110.9567484,110.9573682,-0.566176075,-0.566176075,-0.566176075,-0.510312905,-0.135189333,-0.135189333,0,0,0.090126222,-0.450631109,-0.630883552,-1.216703994,-2.298218655,-2.388344877,-8.561991068,0,54.34953903,0,-0.54349539,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180907-A06,GBPUSD,['GBPUSD'],GBP,10,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP2,2039894.166,24459027.79,25.72008434,1.53633E+12,1.2959,,1.53633E+12,1.2959,1.53633E+12,1.29596,1.53633E+12,1.294745,64737250,50000000,S,"OrderedDict([('GBP', -18891000.0), ('USD', 24478100.400000002)])",1.295754672,1.295754672,68.50391089,92.83270763,,,18891000,112.1447647,112.1447647,891.2724747,31109000,281,596.9024433,596.9024433,07/09/2018,1.295659155,-73.72049225,-73.72049225,5.222568212,13.82290036,,G10,London,London,0-50,13,13,500,7.737385119,,,11.33753639,323.1628136,2.779650749,891.2724747,-5.969024433,-1.121447647,-8.912724747,-5.969024433,-1.121447647,-8.912724747,0.732526943,0.737204922,-1.121447647,-1.121447647,-1.584372979,-1.584372979,-8.912724747,-8.912724747,-9.375289361,-9.375289361,-5.969024433,-5.969024433,-6.431725333,-6.431725333,1.295659761,1.295659761,1.295621952,1.295430869,0.732526943,0.732526943,1.024373187,2.499576653,2.355676214,2.162588,0.386176429,0,0.2703235,-0.154470571,1.119911643,1.467470429,4.363793643,4.132087786,11.0832635,0,112.1447647,0,-1.121447647,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180907-A07,EURUSD,['EURUSD'],EUR,13,2,Algo,Algo,DefaultSubAccount,Iceberg,,LP2,5977143.149,89694457.75,13.72963604,1.53633E+12,1.157555,,1.53633E+12,1.157555,1.53633E+12,1.15752,1.53633E+12,1.158095,231619000,200000000,S,"OrderedDict([('EUR', -77450000.0), ('USD', 89655916.28)])",1.157597441,1.157597441,33.41286606,2.831141153,,,77450000,-36.66396906,-36.66396906,-466.5005119,122550000,1478,-300.0463107,-300.0463107,07/09/2018,1.157694016,83.42028454,83.42028454,3.641182317,9.402665765,,G10,London,London,50-100,14,14,500,7.17470936,,,11.96359696,414.9050198,5.911318891,-466.5005119,3.000463107,0.366639691,4.665005119,3.000463107,0.366639691,4.665005119,-0.833619361,-0.834202845,0.366639691,0.366639691,0.669021362,0.669021362,4.665005119,4.665005119,4.96751676,4.96751676,3.000463107,3.000463107,3.302924417,3.302924417,1.157693948,1.157693948,1.157699805,1.157962145,-0.833619361,-0.833619361,-0.884208014,-3.1495393,-1.165707477,0.086348702,0,0,-0.043174351,0.474917861,0.949835722,0.129523053,0.474917861,7.90090623,2.547286708,0,-36.66396906,0,0.366639691,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180907-A08,USDJPY,['USDJPY'],USD,19,2,Algo,Algo,DefaultSubAccount,AggressivePOL,,LP2,5431095.238,114053000,29.83028335,1.53633E+12,111.1915,,1.53633E+12,111.1915,1.53633E+12,111.183,1.53633E+12,111.1915,200000000,200000000,S,"OrderedDict([('USD', -114053000.0), ('JPY', 12680324225.67)])",111.1792257,111.1792257,31.20663546,0.24264517,,,114053000,110.3890775,110.3890775,0,85947000,315,62.95102728,62.95102728,07/09/2018,111.1825869,30.23186176,30.23186176,21.72438095,38.0952381,,G10,London,London,100-200,14,14,500,4.75185345,,,6.92969692,365.0335045,1.807428698,0,-0.629510273,-1.103890775,0,-0.629510273,-1.103890775,0,-0.30282446,-0.302318618,-1.103890775,-1.103890775,-0.339469803,-0.339469803,0,0,0.764505365,0.764505365,-0.629510273,-0.629510273,0.134946966,0.134946966,111.1825926,111.1825926,111.1826634,111.1893079,-0.30282446,-0.30282446,-0.309200177,-0.90675955,-0.089934932,-0.044967466,0,0,0,-0.269804796,0,0.44967466,0,-1.124186651,-5.036356196,0,110.3890775,0,-1.103890775,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180907-A09,USDJPY,['USDJPY'],USD,5,2,Algo,Algo,DefaultSubAccount,Iceberg,,LP3,3824428.571,26771000,14.52640212,1.53633E+12,111.1225,,1.53633E+12,111.1225,1.53633E+12,111.116,1.53633E+12,111.1515,50000000,50000000,S,"OrderedDict([('USD', -26771000.0), ('JPY', 2974789719.4400005)])",111.119858,111.119858,35.22254534,0,,,26771000,23.77525307,23.77525307,-260.9732502,23229000,322,-108.5132066,-108.5132066,07/09/2018,111.1286353,78.98249129,78.98249129,4.988385093,9.316770186,,G10,London,London,0-50,14,15,500,4.75185345,,,6.760422769,143.5789639,1.827400892,-260.9732502,1.085132066,-0.237752531,2.609732502,1.085132066,-0.237752531,2.609732502,-0.788628825,-0.789824913,-0.237752531,-0.237752531,0.347207822,0.347207822,2.609732502,2.609732502,3.194859426,3.194859426,1.085132066,1.085132066,1.670169805,1.670169805,111.128622,111.128622,111.1309465,111.1446031,-0.788628825,-0.788628825,-0.997783634,-2.226384593,0,0.449836484,0.359869188,0,0,0.089967297,-0.089967297,-0.089967297,0.449836484,2.159215125,1.979280532,0,23.77525307,0,-0.237752531,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180907-A10,USDJPY,['USDJPY'],USD,23,2,Algo,Algo,DefaultSubAccount,Sweep,,LP2,1691680,42292000,59.67133644,1.53634E+12,110.9915,,1.53634E+12,110.9915,1.53634E+12,110.9915,1.53634E+12,110.9665,100000000,100000000,B,"OrderedDict([('USD', 42292000.0), ('JPY', -4694464451.71)])",111.0012402,111.0012402,1.354952473,0,,,42292000,87.75651922,87.75651922,-225.2424735,57708000,6,-92.86893951,-92.86893951,07/09/2018,110.9913249,89.33453267,89.33453267,422.92,1000,,G10,London,London,0-50,16,16,500,4.75185345,,,5.519863784,217.6482873,0.249448859,-225.2424735,0.928689395,-0.877565192,2.252424735,0.928689395,-0.877565192,2.252424735,-0.892822594,-0.893345327,-0.877565192,-0.877565192,-0.877565192,-0.877565192,2.252424735,2.252424735,2.252424735,2.252424735,0.928689395,0.928689395,0.928689395,0.928689395,110.9913307,110.9913307,110.9913307,110.978866,-0.892822594,-0.892822594,-0.892822594,-2.016077041,-1.081407452,-2.658459986,-2.027638972,0,0,0.450586438,-0.811055589,-1.036348808,-1.486935246,4.911392177,16.67169822,0,87.75651922,0,-0.877565192,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180907-A11,EURUSD,['EURUSD'],EUR,13,2,Algo,Algo,DefaultSubAccount,Sweep,,LP2,7011343.554,105160855.9,60.6908405,1.53634E+12,1.1559,,1.53634E+12,1.1559,1.53634E+12,1.155905,1.53634E+12,1.15569,231138000,200000000,S,"OrderedDict([('EUR', -90994000.0), ('USD', 105163770.45000002)])",1.155722033,1.155722033,22.78816539,29.91192888,,,90994000,153.9642738,153.9642738,181.6766156,109006000,10,169.0683314,169.0683314,07/09/2018,1.155814895,80.34335022,80.34335022,630.9651352,1386.828,,G10,London,London,100-200,16,16,500,7.17470936,,,7.710492449,432.9443622,0.486236069,181.6766156,-1.690683314,-1.539642738,-1.816766156,-1.690683314,-1.539642738,-1.816766156,-0.816900326,-0.803433502,-1.539642738,-1.539642738,-1.582892228,-1.582892228,-1.816766156,-1.816766156,-1.860014448,-1.860014448,-1.690683314,-1.690683314,-1.733932151,-1.733932151,1.155816451,1.155816451,1.155806348,1.155789986,-0.816900326,-0.816900326,-0.72949674,-0.58793459,1.81709628,0.865283943,0.043264197,0,-0.086528394,0.90854814,0,0.519170366,0.562434563,0.995076534,2.466059237,0,153.9642738,0,-1.539642738,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180907-A12,USDCHF,['USDCHF'],USD,11,2,Algo,Algo,DefaultSubAccount,Sweep,,LP2,10062461.54,130812000,60.40086164,1.53634E+12,0.96932,,1.53634E+12,0.96932,1.53634E+12,0.96932,1.53634E+12,0.969335,200000000,200000000,B,"OrderedDict([('USD', 130812000.0), ('CHF', -126806346.59000002)])",0.969378548,0.969378548,0,12.72470755,,,130812000,60.40086164,60.40086164,15.47476582,69188000,11,44.85912805,44.85912805,07/09/2018,0.96933474,45.19363786,45.19363786,713.52,1090.909091,,G10,NewYork,NewYork,100-200,18,18,500,6.025540135,,,5.00082349,1258.93705,0.428287288,15.47476582,-0.44859128,-0.604008616,-0.154747658,-0.44859128,-0.604008616,-0.154747658,-0.593561076,-0.451936379,-0.604008616,-0.604008616,-0.604008616,-0.604008616,-0.154747658,-0.154747658,-0.154747658,-0.154747658,-0.44859128,-0.44859128,-0.44859128,-0.44859128,0.969321013,0.969321013,0.969321115,0.969324178,-0.593561076,-0.593561076,-0.59250758,-0.56090476,0.154745264,0.154745264,0.154745264,0,0,-0.5673993,-0.5673993,-0.361072282,-0.103163509,0,0.154745264,0,60.40086164,0,-0.604008616,6.00855E+17,TRADEFEEDR,TRADEFEEDR
lim1_ch_20180910-A00,USDJPY,['USDJPY'],USD,46,1,Algo,Algo,DefaultSubAccount,MidTracker,,LP3,1933957.447,90896000,25.33722315,1.53657E+12,110.9855,,1.53657E+12,110.9855,1.53657E+12,111.0215,1.53658E+12,111.136,100000000,100000000,B,"OrderedDict([('USD', 90896000.0), ('JPY', -10096532964.960001)])",111.0778578,111.0778578,52.60164093,62.99854495,,,90896000,832.161193,832.161193,1356.032995,9104000,9923.68,879.8544819,879.8544819,10/09/2018,111.0876286,-87.95575136,-87.95575136,0.549570321,0.604614417,,G10,London,London,50-100,8,10,500,4.689959887,,,5.468195755,264.8700779,10.01263449,1356.032995,-8.798544819,-8.32161193,-13.56032995,-8.798544819,-8.32161193,-13.56032995,0.543399557,0.879557514,-8.32161193,-8.32161193,-5.076298382,-5.076298382,-13.56032995,-13.56032995,-10.31331769,-10.31331769,-8.798544819,-8.798544819,-5.55307662,-5.55307662,111.0838941,111.0838941,111.0876286,111.0959034,0.543399557,0.543399557,0.879557514,1.624328206,-0.089979845,-0.044989922,-0.044989922,0,0,0,0,-0.089979845,0.314929456,0.224949611,1.079758134,1.73E-13,832.161193,-1.73E-15,-8.32161193,6.85186E+17,TRADEFEEDR,TRADEFEEDR
lim1_ch_20180910-A01,NZDUSD,['NZDUSD'],NZD,46,1,Algo,Algo,DefaultSubAccount,MidTracker,,LP3,1263975.097,59414170.4,24.44769416,1.53657E+12,0.65346,,1.53657E+12,0.65346,1.53657E+12,0.65358,1.53658E+12,0.65365,65365000,100000000,S,"OrderedDict([('NZD', -90896000.0), ('USD', 59405377.199999996)])",0.653553311,0.653553311,54.89873735,54.75726081,,,90896000,-142.7959963,-142.7959963,-290.7599547,9104000,10697.927,-156.2666351,-156.2666351,10/09/2018,0.65346028,-142.3675348,-142.3675348,0.333228131,0.366603735,,G10,London,London,50-100,8,10,500,7.63325874,,,8.135609802,748.3851168,16.92008954,-290.7599547,1.562666351,1.427959963,2.907599547,1.562666351,1.427959963,2.907599547,1.406982785,1.423675348,1.427959963,1.427959963,-0.40834371,-0.40834371,2.907599547,2.907599547,1.071024205,1.071024205,1.562666351,1.562666351,-0.273662055,-0.273662055,0.653461371,0.653461371,0.653460373,0.653656776,1.406982785,1.406982785,1.42225597,-1.582854008,-0.382467681,-0.382467681,-0.382467681,0,0,-0.152987073,-0.076493536,-0.229480609,0.076493536,-0.458961218,-1.835844871,-795.7640866,652.9680902,7.957640866,-6.529680902,6.85186E+17,TRADEFEEDR,TRADEFEEDR
lim1_ch_20180910-A02,EURUSD,['EURUSD'],EUR,31,1,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP1,6574915.179,210427226.5,6.550821201,1.53657E+12,1.15662,,1.53657E+12,1.15662,1.53657E+12,1.156645,1.53658E+12,1.15737,231474000,200000000,S,"OrderedDict([('EUR', -181815000.0), ('USD', 210395907.45)])",1.157197936,1.157197936,42.86553121,42.04006565,,,181815000,-499.676459,-499.676459,-648.4411475,18185000,10139.413,-513.2028883,-513.2028883,10/09/2018,1.157375359,153.2980875,153.2980875,1.245203602,1.369747933,,G10,London,London,200-500,8,10,500,7.10180017,,,9.368879348,475.1384328,15.325608,-648.4411475,5.132028883,4.99676459,6.484411475,5.132028883,4.99676459,6.484411475,-1.049254775,-1.532980875,4.99676459,4.99676459,4.780514212,4.780514212,6.484411475,6.484411475,6.268128942,6.268128942,5.132028883,5.132028883,4.915775581,4.915775581,1.157319368,1.157319368,1.157375359,1.157798068,-1.049254775,-1.049254775,-1.532980875,-5.183391915,-0.388812566,0,0,0,-0.043201396,-0.043201396,0.043201396,-0.432013963,-0.864027925,1.252840492,2.073667021,0,-499.676459,0,4.99676459,6.85186E+17,TRADEFEEDR,TRADEFEEDR
20180910-A00,EURUSD,['EURUSD'],EUR,12,2,Algo,Algo,DefaultSubAccount,Sweep,,LP3,3809113.423,53327129.56,59.21278504,1.53657E+12,1.156575,,1.53657E+12,1.156575,1.53657E+12,1.156575,1.53657E+12,1.15657,115657000,100000000,S,"OrderedDict([('EUR', -46108000.0), ('USD', 53324430.239999995)])",1.156511457,1.156511457,0,12.10765338,,,46108000,54.94090878,54.94090878,4.32310918,53892000,6,27.66196422,27.66196422,10/09/2018,1.156590031,67.93574717,67.93574717,533.2712956,1156.57,,G10,London,London,50-100,8,8,500,7.10180017,,,9.284856611,286.9490412,0.372809466,4.32310918,-0.276619642,-0.549409088,-0.043231092,-0.276619642,-0.549409088,-0.043231092,-0.674359519,-0.679357472,-0.549409088,-0.549409088,-0.549409088,-0.549409088,-0.043231092,-0.043231092,-0.043231092,-0.043231092,-0.276619642,-0.276619642,-0.276619642,-0.276619642,1.156589452,1.156589452,1.156589452,1.156564342,-0.674359519,-0.674359519,-0.674359519,-0.457260032,-0.562006623,0,0,0,0,-0.389081508,-0.734931738,-0.778163017,-1.253707082,1.124013246,-0.432312787,0,54.94090878,0,-0.549409088,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180910-A01,EURUSD,['EURUSD'],EUR,24,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP2,1008234.622,26213955.24,6.278872776,1.53657E+12,1.15657,,1.53657E+12,1.15657,1.53657E+12,1.156525,1.53657E+12,1.15643,57821500,50000000,B,"OrderedDict([('EUR', 22668000.0), ('USD', -26214264.779999997)])",1.15644366,1.15644366,56.65224923,38.57540151,,,22668000,-109.2365586,-109.2365586,-121.0475803,27332000,723,-115.6929355,-115.6929355,10/09/2018,1.156461503,-15.42883119,-15.42883119,2.17543197,4.79846473,,G10,London,London,0-50,8,8,500,7.10180017,,,8.976453012,175.4476437,4.092422418,-121.0475803,1.156929355,1.092365586,1.210475803,1.156929355,1.092365586,1.210475803,0.157780117,0.154288312,1.092365586,1.092365586,0.703311442,0.703311442,1.210475803,1.210475803,0.821426255,0.821426255,1.156929355,1.156929355,0.767877724,0.767877724,1.156461907,1.156461907,1.156459861,1.156548637,0.157780117,0.157780117,0.140089036,0.907670393,0.562074661,0.043236512,0,0,0,-0.086473025,0.086473025,1.340331883,1.383568396,-0.864730247,-2.118589106,0,-109.2365586,0,1.092365586,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180910-A02,EURUSD,['EURUSD'],EUR,24,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP2,1248300.951,32454821.63,24.99058356,1.53658E+12,1.157455,,1.53658E+12,1.157455,1.53658E+12,1.157455,1.53658E+12,1.157695,57884750,50000000,S,"OrderedDict([('EUR', -28034000.0), ('USD', 32455013.640000004)])",1.157701875,1.157701875,45.86495484,63.47855385,,,28034000,-213.2911834,-213.2911834,-207.3514737,21966000,247,-210.6817501,-210.6817501,10/09/2018,1.15772873,23.19639675,23.19639675,7.883762339,14.06107287,,G10,London,London,0-50,10,10,500,7.10180017,,,7.445493389,174.0323257,2.391992331,-207.3514737,2.106817501,2.132911834,2.073514737,2.106817501,2.132911834,2.073514737,-0.230392019,-0.231963967,2.132911834,2.132911834,2.132911834,2.132911834,2.073514737,2.073514737,2.073514737,2.073514737,2.106817501,2.106817501,2.106817501,2.106817501,1.157728548,1.157728548,1.157728548,1.157689933,-0.230392019,-0.230392019,-0.230392019,0.103152108,-0.172757073,-0.172757073,0,0,0,0,0,0.172757073,-0.77740683,0.129567805,-3.282384393,0,-213.2911834,0,2.132911834,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180910-A03,USDJPY,['USDJPY'],USD,17,2,Algo,Algo,DefaultSubAccount,Sweep,,LP3,12557210.53,238587000,59.21606398,1.53658E+12,111.141,,1.53658E+12,111.141,1.53658E+12,111.141,1.53658E+12,111.139,500000000,500000000,S,"OrderedDict([('USD', -238587000.0), ('JPY', 26514851675.020004)])",111.1328433,111.1328433,0,0,,,238587000,73.39091232,73.39091232,17.9951593,261413000,26,44.42857235,44.42857235,10/09/2018,111.1394118,59.10148334,59.10148334,550.5853846,1153.846154,,G10,London,London,200-500,10,10,500,4.689959887,,,4.245395761,621.3406572,0.512505654,17.9951593,-0.444285724,-0.733909123,-0.179951593,-0.444285724,-0.733909123,-0.179951593,-0.609657688,-0.591014833,-0.733909123,-0.733909123,-0.733909123,-0.733909123,-0.179951593,-0.179951593,-0.179951593,-0.179951593,-0.444285724,-0.444285724,-0.444285724,-0.444285724,111.139619,111.139619,111.139619,111.1377542,-0.609657688,-0.609657688,-0.609657688,-0.44188089,0,0,0,0,-0.179954831,-0.269932247,-0.269932247,-0.179954831,0.314920955,-0.764808033,-0.719819325,0,73.39091232,0,-0.733909123,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180910-A04,USDJPY,['USDJPY'],USD,15,2,Algo,Algo,DefaultSubAccount,MidTracker,,LP2,6700000,113900000,25.4298153,1.53658E+12,111.0925,,1.53658E+12,111.0925,1.53658E+12,111.0925,1.53658E+12,111.069,200000000,200000000,B,"OrderedDict([('USD', 113900000.0), ('JPY', -12653006174.560001)])",111.0887285,111.0887285,38.64958543,17.36517662,,,113900000,-33.94931215,-33.94931215,-211.5354322,86100000,746,-110.4001368,-110.4001368,10/09/2018,111.0886855,0.387301287,0.387301287,9.160857909,16.08579088,,G10,London,London,100-200,11,11,500,4.689959887,,,5.030609854,338.6592524,2.74524684,-211.5354322,1.104001368,0.339493121,2.115354322,1.104001368,0.339493121,2.115354322,0.000822974,-0.003873013,0.339493121,0.339493121,0.339493121,0.339493121,2.115354322,2.115354322,2.115354322,2.115354322,1.104001368,1.104001368,1.104001368,1.104001368,111.0887376,111.0887376,111.0886274,111.0868611,0.000822974,0.000822974,-0.00909843,-0.168098793,-0.270102369,-0.31511943,0,0,0,0,-0.045017061,-0.270102369,-0.765290045,-0.945358291,-2.836074872,0,-33.94931215,0,0.339493121,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180910-A05,EURUSD,['EURUSD'],EUR,12,2,Algo,Algo,DefaultSubAccount,PassiveMidTracker,,LP3,9513961.241,133552564.6,7.745947349,1.53658E+12,1.15763,,1.53658E+12,1.15763,1.53658E+12,1.15777,1.53658E+12,1.161155,232231000,200000000,B,"OrderedDict([('EUR', 115017000.0), ('USD', -133196489.1)])",1.158059293,1.158059293,76.27081693,100,,,115017000,370.837635,370.837635,3045.014383,84983000,2099,1507.135448,1507.135448,10/09/2018,1.158448301,-335.8010582,-335.8010582,3.817605468,6.638332539,,G10,London,London,100-200,12,13,500,7.10180017,,,9.459843059,435.0230189,6.972965647,3045.014383,-15.07135448,-3.70837635,-30.45014383,-15.07135448,-3.70837635,-30.45014383,3.347422969,3.358010582,-3.70837635,-3.70837635,-2.49870675,-2.49870675,-30.45014383,-30.45014383,-29.23724056,-29.23724056,-15.07135448,-15.07135448,-13.86031084,-13.86031084,1.158447074,1.158447074,1.158489309,1.159524608,3.347422969,3.347422969,3.711869981,12.63720775,-0.25836344,0.473666306,-0.12918172,0,0.172242293,0.473666306,0.38754516,2.454452679,2.196089239,4.219936184,1.377938346,0,370.837635,0,-3.70837635,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180910-A06,EURUSD,['EURUSD'],EUR,17,2,Algo,Algo,DefaultSubAccount,Iceberg,,LP1,3435233.373,65288433.28,15.02533328,1.53659E+12,1.160705,,1.53659E+12,1.160705,1.53659E+12,1.16071,1.53659E+12,1.16122,116122000,100000000,S,"OrderedDict([('EUR', -56224000.0), ('USD', 65268453.39000001)])",1.160864661,1.160864661,37.9521736,35.46842528,,,56224000,-137.5549568,-137.5549568,-443.6958573,43776000,675,-271.5711974,-271.5711974,10/09/2018,1.160923421,50.6149052,50.6149052,5.803416292,10.32195556,,G10,London,London,50-100,14,14,500,7.10180017,,,11.84315076,246.7498708,3.954241528,-443.6958573,2.715711974,1.375549568,4.436958573,2.715711974,1.375549568,4.436958573,-0.505794488,-0.506149052,1.375549568,1.375549568,1.33246656,1.33246656,4.436958573,4.436958573,4.393862377,4.393862377,2.715711974,2.715711974,2.672623193,2.672623193,1.16092338,1.16092338,1.160924977,1.160925603,-0.505794488,-0.505794488,-0.519557698,-0.524946216,0,-0.215290815,0,0,-0.086116326,-1.033395911,-1.033395911,-1.894559171,-2.497373452,-2.152908148,-4.564165274,0,-137.5549568,0,1.375549568,6.00855E+17,TRADEFEEDR,TRADEFEEDR
20180910-A07,USDCAD,['USDCAD'],USD,15,2,Algo,Algo,DefaultSubAccount,Sweep,,LP1,6081823.529,103391000,58.05195127,1.5366E+12,1.316615,,1.5366E+12,1.316615,1.5366E+12,1.316615,1.5366E+12,1.316605,200000000,200000000,S,"OrderedDict([('USD', -103391000.0), ('CAD', 136117132.20000002)])",1.316527862,1.316527862,0,0,,,103391000,66.18320995,66.18320995,7.59523475,96609000,10,37.88258147,37.88258147,10/09/2018,1.316585,43.39849456,43.39849456,620.346,1200,,G10,London,London,100-200,16,16,500,7.236249147,,,8.584150317,783.761326,0.490406672,7.59523475,-0.378825815,-0.661832099,-0.075952347,-0.378825815,-0.661832099,-0.075952347,-0.592487408,-0.433984946,-0.661832099,-0.661832099,-0.661832099,-0.661832099,-0.075952347,-0.075952347,-0.075952347,-0.075952347,-0.378825815,-0.378825815,-0.378825815,-0.378825815,1.316605869,1.316605869,1.316604839,1.316605869,-0.592487408,-0.592487408,-0.584657982,-0.592487408,0.075952924,0.075952924,-0.151905849,0,0,0,0,0,1.367152639,-1.443105563,-1.443105563,0,66.18320995,0,-0.661832099,6.00855E+17,TRADEFEEDR,TRADEFEEDR
