LP,OutCome,TradeCcy,Side,TradeTime,ProductType,PriceShown,MissedByPIPS
LP_1,LOST,USD,S,2021-04-08 20:38:28.690,SPOT,109.1711798573095,339.10142690501743
LP_1,LOST,USD,S,2021-04-08 22:58:10.722,SPOT,109.2635382041869,251.81795813097096
LP_1,LOST,USD,B,2021-04-09 11:43:48.922,SPOT,109.7221903248753,115.8032487529681
LP_1,LOST,USD,S,2021-04-09 12:39:34.557,SPOT,109.7000640586008,482.65941399193935
LP_1,LOST,USD,S,2021-04-09 13:29:14.903,SPOT,109.7685535383882,12.46461611799532
LP_1,LOST,USD,S,2021-04-09 13:39:29.469,SPOT,109.7859996609113,126.0033908869218
LP_1,LOST,USD,S,2021-04-09 15:47:38.854,SPOT,109.5484314717035,232.08528296507325
LP_1,LOST,USD,S,2021-04-09 16:01:38.374,SPOT,109.6098142655735,9.457344264944822
LP_1,LOST,USD,S,2021-04-09 18:35:21.080,SPOT,109.6314337394655,5.762605344870053
LP_1,LOST,USD,S,2021-04-09 20:28:52.761,SPOT,109.6137052689942,193.7473100581144
LP_1,WON,USD,B,2021-04-12 08:00:58.796,SPOT,109.48185,0.0
LP_1,LOST,USD,S,2021-04-12 10:43:53.562,SPOT,109.2801007685533,250.69231446707363
LP_1,LOST,USD,S,2021-04-12 12:02:27.510,SPOT,109.3235621705373,131.07829462697396
LP_1,LOST,USD,B,2021-04-12 12:46:21.030,SPOT,109.3912434179452,493.3341794520629
LP_1,LOST,USD,S,2021-04-12 12:48:44.217,SPOT,109.1964879195835,336.6208041649088
LP_1,LOST,USD,B,2021-04-12 13:52:22.340,SPOT,109.5077580411596,332.28041159603094
LP_1,LOST,USD,B,2021-04-12 15:11:13.324,SPOT,109.4204068032023,206.66803202303186
LP_1,LOST,USD,S,2021-04-12 17:22:42.957,SPOT,109.3523215309706,2.6846902940746986
LP_1,LOST,USD,B,2021-04-12 19:28:47.555,SPOT,109.4877914346666,253.31434666611585
LP_1,LOST,USD,S,2021-04-12 21:25:24.599,SPOT,109.3658742974652,55.95702534805014
LP_1,LOST,USD,S,2021-04-12 21:51:40.660,SPOT,109.3738817123506,63.982876494037555
LP_1,LOST,USD,B,2021-04-13 07:18:51.630,SPOT,109.7540776727502,788.476727502001
LP_1,LOST,USD,B,2021-04-13 08:03:16.828,SPOT,109.3671929167938,27.029167937939746
LP_1,LOST,USD,S,2021-04-13 08:40:58.814,SPOT,109.2828949963656,238.5500363439519
LP_1,WON,USD,S,2021-04-13 08:53:02.239,SPOT,109.30263,-0.0
LP_1,WON,USD,B,2021-04-13 09:43:38.866,SPOT,109.28527,0.0
LP_1,LOST,USD,S,2021-04-13 16:06:53.557,SPOT,109.1739573194217,275.62680578299137
LP_1,LOST,USD,B,2021-04-13 17:22:21.178,SPOT,109.1419528773029,240.42877302903776
LP_1,WON,USD,B,2021-04-13 18:33:05.146,SPOT,109.12811,0.0
LP_1,WON,USD,S,2021-04-14 07:28:24.594,SPOT,108.95907,-0.0
LP_1,LOST,USD,B,2021-04-14 07:32:22.621,SPOT,109.0398391615845,139.49161584491776
LP_1,LOST,USD,S,2021-04-14 08:20:59.186,SPOT,108.9313873151377,76.02684862305864
LP_1,LOST,USD,S,2021-04-14 08:56:26.564,SPOT,108.9508965148481,53.43485151897198
LP_1,LOST,USD,S,2021-04-14 09:14:57.052,SPOT,108.9276023253281,98.07674671904465
LP_1,LOST,USD,B,2021-04-14 12:29:46.904,SPOT,109.001732778369,402.12778369010493
LP_1,LOST,USD,S,2021-04-14 12:30:57.899,SPOT,108.8766702885559,183.2971144409612
LP_1,LOST,USD,S,2021-04-14 12:58:34.129,SPOT,108.9176407424392,132.2925756079485
LP_1,LOST,USD,B,2021-04-14 15:13:55.950,SPOT,109.0226342782656,19.242782656050395
LP_1,WON,USD,B,2021-04-14 18:31:05.827,SPOT,108.9984,0.0
LP_1,WON,USD,S,2021-04-15 08:33:21.292,SPOT,108.81759,-0.0
LP_1,LOST,USD,B,2021-04-15 10:46:28.324,SPOT,108.8428852247903,132.35224790292932
LP_1,WON,USD,S,2021-04-15 10:57:22.106,SPOT,108.79825,-0.0
LP_1,LOST,USD,B,2021-04-15 12:02:55.626,SPOT,108.823127337477,141.473374769987
LP_1,LOST,USD,B,2021-04-15 12:37:16.192,SPOT,108.8473499862672,93.09986267197701
LP_1,WON,USD,S,2021-04-15 13:21:23.078,SPOT,108.68477,-0.0
LP_1,LOST,USD,S,2021-04-15 17:42:44.063,SPOT,108.6627990653478,143.90934652197984
LP_1,LOST,USD,B,2021-04-15 18:28:39.362,SPOT,108.7054970204765,147.87020476504154
LP_1,WON,USD,B,2021-04-15 19:34:44.652,SPOT,108.70251,0.0
LP_1,LOST,USD,B,2021-04-16 10:14:37.320,SPOT,108.8545648930437,31.748930437061063
LP_1,LOST,USD,B,2021-04-16 13:01:18.846,SPOT,108.8700248521811,44.848521811076125
LP_1,LOST,USD,S,2021-04-16 16:40:12.044,SPOT,108.7221028480492,229.67151950794573
LP_1,LOST,USD,S,2021-04-16 18:43:01.762,SPOT,108.7377467711406,117.9322885938916
LP_1,WON,USD,B,2021-04-16 18:45:51.454,SPOT,108.78621,0.0
LP_1,WON,USD,B,2021-04-16 19:06:50.188,SPOT,108.80692,0.0
LP_1,LOST,USD,B,2021-04-16 20:03:09.320,SPOT,108.8343104844917,172.00484491695534
LP_1,LOST,USD,S,2021-04-16 20:59:59.890,SPOT,108.7631438026935,93.26197306492645
LP_1,WON,USD,B,2021-04-19 07:42:42.718,SPOT,108.40786,0.0
LP_1,LOST,USD,B,2021-04-19 08:18:42.565,SPOT,108.1528004683187,82.50468318706794
LP_1,LOST,USD,B,2021-04-19 09:07:39.474,SPOT,108.1212624284241,162.224284241006
LP_1,LOST,USD,B,2021-04-19 09:40:28.555,SPOT,108.0531066066573,12.466066572898171
LP_1,LOST,USD,B,2021-04-19 11:32:32.003,SPOT,108.2139328112368,129.0281123679904
LP_1,LOST,USD,B,2021-04-19 13:24:27.288,SPOT,108.2758783852275,194.98385227507242
LP_1,LOST,USD,B,2021-04-19 15:06:09.345,SPOT,108.0486445058123,140.04505812309276
LP_1,LOST,USD,B,2021-04-19 15:21:03.150,SPOT,108.0666889275975,159.08927597493516
LP_1,LOST,USD,S,2021-04-19 18:31:14.120,SPOT,108.0148714142948,456.9858570519614
LP_1,WON,USD,B,2021-04-20 09:16:41.583,SPOT,108.52136,0.0
LP_1,LOST,USD,B,2021-04-20 10:36:03.279,SPOT,108.4408714725109,106.3147251090868
LP_1,WON,USD,B,2021-04-20 13:16:26.196,SPOT,108.48246,0.0
LP_1,LOST,USD,B,2021-04-20 14:27:15.273,SPOT,108.3206402204606,86.90220460607634
LP_1,LOST,USD,S,2021-04-20 15:17:30.986,SPOT,108.0748064177756,132.3358222440163
LP_1,WON,USD,S,2021-04-20 15:41:37.133,SPOT,108.01838,-0.0
LP_1,WON,USD,S,2021-04-20 16:28:32.049,SPOT,108.05736,-0.0
LP_1,WON,USD,B,2021-04-20 16:58:24.363,SPOT,108.15541,0.0
LP_1,LOST,USD,S,2021-04-20 19:13:44.000,SPOT,108.0550846577113,63.45342288696543
LP_1,LOST,USD,S,2021-04-21 07:02:11.931,SPOT,108.0601544581896,31.455418103973898
LP_1,WON,USD,B,2021-04-21 08:21:09.126,SPOT,108.25768,0.0
LP_1,LOST,USD,S,2021-04-21 09:45:16.356,SPOT,108.1254856143778,130.64385622200803
LP_1,WON,USD,B,2021-04-21 13:22:08.240,SPOT,108.06833,0.0
LP_1,LOST,USD,B,2021-04-21 16:17:37.885,SPOT,108.1479169130297,53.569130297006495
LP_1,LOST,USD,B,2021-04-21 18:09:59.166,SPOT,108.1350652442664,37.25244266405525
LP_1,LOST,USD,S,2021-04-21 19:29:47.043,SPOT,108.0356449639667,99.65036033293018
LP_1,LOST,USD,B,2021-04-21 21:06:06.615,SPOT,108.1060040523508,116.24052350796887
LP_1,WON,USD,B,2021-04-21 21:15:03.286,SPOT,108.15986,0.0
LP_1,LOST,USD,S,2021-04-21 22:27:54.901,SPOT,108.0243240616718,42.159383282012186
LP_1,LOST,USD,S,2021-04-22 07:09:49.489,SPOT,107.8246686372285,58.013627715070015
LP_1,LOST,USD,B,2021-04-22 08:09:48.471,SPOT,107.9922604270468,209.00427046797176
LP_1,LOST,USD,B,2021-04-22 09:39:49.178,SPOT,108.1750299885639,255.19988563900142
LP_1,LOST,USD,S,2021-04-22 11:35:21.045,SPOT,107.9386088398752,143.11160124805156
LP_1,LOST,USD,B,2021-04-22 13:19:53.244,SPOT,108.1254540424471,104.74042447100373
LP_1,LOST,USD,B,2021-04-22 14:13:51.947,SPOT,108.1532133027221,533.2330272209163
LP_1,LOST,USD,B,2021-04-22 14:24:14.935,SPOT,108.151425631287,42.05631286993139
LP_1,LOST,USD,B,2021-04-22 15:18:51.679,SPOT,108.1947970784427,457.67078442708
LP_1,LOST,USD,B,2021-04-22 16:05:25.855,SPOT,108.2236634485103,252.53448510298426
LP_1,WON,USD,S,2021-04-22 18:32:48.380,SPOT,108.05908,-0.0
LP_1,WON,USD,S,2021-04-22 19:30:16.002,SPOT,107.98309,-0.0
LP_1,LOST,USD,B,2021-04-22 22:00:37.494,SPOT,108.0032177000162,153.87700016191275
LP_1,WON,USD,B,2021-04-23 10:21:54.557,SPOT,107.91098,0.0
LP_1,LOST,USD,B,2021-04-23 11:44:28.814,SPOT,107.9173278468912,407.6784689119961
LP_1,LOST,USD,B,2021-04-23 12:33:03.636,SPOT,107.6232752918047,199.5529180470612
LP_1,LOST,USD,B,2021-04-23 13:57:03.058,SPOT,107.812638204963,20.082049629905896
LP_1,WON,USD,B,2021-04-23 14:05:07.751,SPOT,107.89028,0.0
LP_1,LOST,USD,B,2021-04-23 15:37:54.940,SPOT,108.0247925992145,7.725992145140026
LP_1,LOST,USD,B,2021-04-23 17:01:24.831,SPOT,108.0169499689597,187.59968959699336
LP_1,WON,USD,B,2021-04-23 20:59:59.974,SPOT,107.90999,0.0
LP_1,LOST,USD,B,2021-04-23 20:59:59.974,SPOT,107.8912637198874,25.33719887409802
LP_1,LOST,USD,S,2021-04-23 20:59:59.974,SPOT,107.7576040229777,570.9597702229985
LP_1,WON,USD,B,2021-04-26 10:02:21.136,SPOT,107.74385,0.0
LP_1,LOST,USD,B,2021-04-26 10:21:12.860,SPOT,107.8993576992358,629.1769923579693
LP_1,LOST,USD,B,2021-04-26 16:58:06.385,SPOT,108.1739000386907,91.30038690699394
LP_1,LOST,USD,B,2021-04-26 19:32:17.631,SPOT,108.1281500327724,36.400327723953296
LP_1,LOST,USD,S,2021-04-26 21:58:34.784,SPOT,108.0576992461111,68.70753888904346
LP_1,WON,USD,B,2021-04-26 22:06:40.973,SPOT,108.15706,0.0
LP_1,LOST,USD,B,2021-04-27 08:54:02.645,SPOT,108.3705175934314,112.57593431395208
LP_1,WON,USD,B,2021-04-27 10:01:11.615,SPOT,108.31898,0.0
LP_1,LOST,USD,B,2021-04-27 11:08:48.834,SPOT,108.3153010920604,150.41092060400274
LP_1,LOST,USD,S,2021-04-27 11:20:25.163,SPOT,108.2484852641261,85.74735873892791
LP_1,WON,USD,S,2021-04-27 12:27:49.012,SPOT,108.23794,-0.0
LP_1,LOST,USD,S,2021-04-27 13:02:05.632,SPOT,108.2593674349766,35.52565023397847
LP_1,WON,USD,B,2021-04-27 14:29:14.516,SPOT,108.43769,0.0
LP_1,WON,USD,S,2021-04-27 17:35:48.340,SPOT,108.5843,-0.0
LP_1,LOST,USD,B,2021-04-28 07:15:05.910,SPOT,109.1291348173519,387.2481735189126
LP_1,LOST,USD,B,2021-04-28 10:43:15.107,SPOT,108.9759071449587,39.371449586980134
LP_1,LOST,USD,S,2021-04-28 12:52:49.110,SPOT,108.9067085187151,167.71481284891365
LP_1,LOST,USD,B,2021-04-28 16:12:01.156,SPOT,108.8920667224239,380.0672242390135
LP_1,WON,USD,S,2021-04-28 16:38:28.041,SPOT,108.82363,-0.0
LP_1,WON,USD,S,2021-04-28 19:13:56.364,SPOT,108.62627,-0.0
LP_1,LOST,USD,B,2021-04-28 22:26:07.723,SPOT,108.6398406881512,202.80688151188997
LP_1,LOST,USD,B,2021-04-29 07:02:33.133,SPOT,108.8605611043504,216.71104350389214
LP_1,LOST,USD,S,2021-04-29 11:04:09.102,SPOT,108.8794800412046,95.2995879539742
LP_1,LOST,USD,B,2021-04-29 11:28:13.346,SPOT,108.9493786217032,299.6862170320469
LP_1,LOST,USD,B,2021-04-29 11:30:20.198,SPOT,108.9247539823646,153.2398236460608
LP_1,WON,USD,B,2021-04-29 13:38:12.239,SPOT,109.15688,0.0
LP_1,LOST,USD,B,2021-04-29 15:52:45.100,SPOT,108.9661432979264,169.53297926391997
LP_1,LOST,USD,B,2021-04-29 16:48:06.865,SPOT,108.9070586557828,205.58655782807023
LP_1,LOST,USD,B,2021-04-29 17:01:02.566,SPOT,108.9130139907582,18.439907582035175
LP_1,WON,USD,B,2021-04-29 17:04:47.965,SPOT,108.88899,0.0
LP_1,LOST,USD,B,2021-04-29 19:14:09.459,SPOT,108.9329471096216,26.67109621597774
LP_1,LOST,USD,S,2021-04-29 20:37:06.585,SPOT,108.8928499033254,41.10096674608599
LP_1,WON,USD,S,2021-04-29 21:52:25.734,SPOT,108.87504,-0.0
LP_1,LOST,USD,B,2021-04-29 22:25:00.106,SPOT,108.9658305415039,12.805415039025547
LP_1,LOST,USD,S,2021-04-30 08:38:42.118,SPOT,108.9041612513235,14.687486765012636
LP_1,WON,USD,S,2021-04-30 09:26:01.958,SPOT,108.87743,-0.0
LP_1,LOST,USD,B,2021-04-30 09:36:35.682,SPOT,108.9854673977499,146.77397749906618
LP_1,LOST,USD,B,2021-04-30 11:02:39.364,SPOT,108.9141758118631,279.85811863104004
LP_1,WON,USD,B,2021-04-30 11:59:40.643,SPOT,108.9655,0.0
LP_1,LOST,USD,B,2021-04-30 13:28:03.328,SPOT,108.9792185992516,140.9859925159651
LP_1,WON,USD,B,2021-04-30 13:33:21.560,SPOT,108.97776,0.0
LP_1,WON,USD,B,2021-04-30 16:18:37.608,SPOT,109.35156,0.0
LP_1,LOST,USD,S,2021-04-30 19:54:58.301,SPOT,109.2362962420333,180.83757966692815
LP_1,LOST,USD,B,2021-04-30 20:43:19.076,SPOT,109.3899189488643,276.0894886431231
LP_1,LOST,USD,S,2021-05-03 08:04:04.826,SPOT,109.5943370359758,298.92964024199387
LP_1,LOST,USD,S,2021-05-03 08:20:19.872,SPOT,109.650098255717,172.91744282999844
LP_1,LOST,USD,B,2021-05-03 09:38:22.025,SPOT,109.5746689506526,248.98950652598728
LP_1,LOST,USD,B,2021-05-03 13:10:55.117,SPOT,109.3003762846203,37.06284620292877
LP_1,WON,USD,S,2021-05-03 14:38:35.523,SPOT,108.93548,-0.0
LP_1,LOST,USD,S,2021-05-03 15:40:48.101,SPOT,108.9475082964878,403.31703512208605
LP_1,LOST,USD,B,2021-05-03 15:44:24.103,SPOT,109.1162123754879,24.723754878976933
LP_1,LOST,USD,B,2021-05-03 16:57:01.029,SPOT,109.2303576107922,337.87610792202827
LP_1,LOST,USD,S,2021-05-03 19:21:22.885,SPOT,109.0501552754392,217.64724560810578
LP_1,LOST,USD,B,2021-05-03 22:07:28.236,SPOT,109.0722869734944,49.86973494396807
LP_1,LOST,USD,B,2021-05-04 07:03:06.215,SPOT,109.4372700752013,78.80075201299519
LP_1,LOST,USD,S,2021-05-04 08:20:23.593,SPOT,109.304068022258,68.91977742000677
LP_1,LOST,USD,S,2021-05-04 09:41:02.873,SPOT,109.2465367024334,327.0329756659862
LP_1,LOST,USD,S,2021-05-04 12:58:14.178,SPOT,109.081662337683,7.476623169964114
LP_1,WON,USD,B,2021-05-04 17:01:26.404,SPOT,109.29529,0.0
LP_1,LOST,USD,B,2021-05-04 17:11:23.852,SPOT,109.3196173356242,308.1733562420652
LP_1,WON,USD,S,2021-05-04 18:22:25.361,SPOT,109.1786,-0.0
LP_1,LOST,USD,B,2021-05-04 20:17:09.616,SPOT,109.3122130471354,54.83047135399488
LP_1,LOST,USD,S,2021-05-04 20:46:42.254,SPOT,109.2561632917746,45.467082254049274
LP_1,WON,USD,B,2021-05-05 07:57:17.922,SPOT,109.39183,0.0
LP_1,LOST,USD,S,2021-05-05 11:25:15.851,SPOT,109.2487650913687,327.9490863130263
LP_1,LOST,USD,S,2021-05-05 11:33:19.713,SPOT,109.1792309812988,677.7901870120218
LP_1,LOST,USD,B,2021-05-05 14:13:17.688,SPOT,109.2819668797561,40.26879756096946
LP_1,LOST,USD,S,2021-05-05 15:58:19.644,SPOT,109.2407613549754,134.28645024589514
LP_1,LOST,USD,S,2021-05-05 17:04:37.193,SPOT,109.2436152282877,142.34771712310135
LP_1,LOST,USD,B,2021-05-05 17:25:56.896,SPOT,109.3247425433497,74.82543349695447
LP_1,LOST,USD,B,2021-05-05 17:54:15.623,SPOT,109.3013140167987,142.84016798697508
LP_1,LOST,USD,S,2021-05-05 18:52:09.009,SPOT,109.2463133877789,111.66612221103378
LP_1,LOST,USD,S,2021-05-05 21:58:14.938,SPOT,109.1230456509872,373.1434901280295
LP_1,LOST,USD,B,2021-05-06 08:19:23.648,SPOT,109.3534689234405,131.8892344049516
LP_1,LOST,USD,B,2021-05-06 09:07:38.864,SPOT,109.3452168705631,326.0687056310019
LP_1,WON,USD,S,2021-05-06 09:24:33.985,SPOT,109.18167,-0.0
LP_1,LOST,USD,B,2021-05-06 12:42:51.181,SPOT,109.2906803150849,219.80315084903168
LP_1,WON,USD,S,2021-05-06 13:54:28.602,SPOT,109.2013,-0.0
LP_1,LOST,USD,S,2021-05-06 14:53:52.505,SPOT,109.049436432971,14.235670289934887
LP_1,LOST,USD,B,2021-05-06 17:42:36.620,SPOT,109.1548083762282,168.78376228206093
LP_1,LOST,USD,B,2021-05-06 19:36:15.973,SPOT,109.1424173971462,329.97397146203866
LP_1,LOST,USD,B,2021-05-07 07:46:17.226,SPOT,109.1599299021274,85.59902127402097
LP_1,LOST,USD,S,2021-05-07 08:26:37.584,SPOT,109.0632544856561,256.15514343897416
LP_1,LOST,USD,B,2021-05-07 14:29:27.145,SPOT,108.5711609012614,66.40901261391718
LP_1,LOST,USD,S,2021-05-07 15:35:08.013,SPOT,108.5264423414838,11.376585161997355
LP_1,LOST,USD,B,2021-05-07 15:40:00.017,SPOT,108.6412566183616,453.7661836160112
LP_1,LOST,USD,B,2021-05-07 18:52:23.810,SPOT,108.6640813278604,77.51327860404444
LP_1,LOST,USD,B,2021-05-07 19:14:57.275,SPOT,108.6738698482373,47.998482372975104
LP_1,LOST,USD,S,2021-05-07 20:28:01.080,SPOT,108.5227050915903,281.84908409699005
LP_1,LOST,USD,B,2021-05-07 20:49:08.295,SPOT,108.6192309315543,52.4093155429739
LP_1,LOST,USD,S,2021-05-07 20:59:59.948,SPOT,108.5516365319197,150.13468080297798
LP_1,WON,USD,S,2021-05-10 11:04:20.302,SPOT,108.72373,-0.0
LP_1,LOST,USD,S,2021-05-10 11:18:20.283,SPOT,108.7403660361114,135.83963888606831
LP_1,LOST,USD,S,2021-05-10 14:20:51.428,SPOT,108.6575503700292,253.2962997079835
LP_1,WON,USD,B,2021-05-10 16:06:42.374,SPOT,108.77624,0.0
LP_1,LOST,USD,S,2021-05-10 16:43:30.491,SPOT,108.8060769961805,49.13003819510209
LP_1,LOST,USD,S,2021-05-10 18:01:44.409,SPOT,108.7575470466344,188.42953365606263
LP_1,LOST,USD,S,2021-05-10 20:34:50.283,SPOT,108.7806174436594,95.52556340608476
LP_1,WON,USD,B,2021-05-11 07:00:51.318,SPOT,108.99732,0.0
LP_1,LOST,USD,S,2021-05-11 08:18:01.121,SPOT,108.882380008476,55.89991523990534
LP_1,LOST,USD,B,2021-05-11 12:10:04.162,SPOT,108.6335740989025,411.14098902497176
LP_1,WON,USD,S,2021-05-11 13:18:33.938,SPOT,108.36112,-0.0
LP_1,LOST,USD,S,2021-05-11 13:46:57.275,SPOT,108.5094712972742,96.28702725791527
LP_1,WON,USD,B,2021-05-11 16:10:12.238,SPOT,108.57421,0.0
LP_1,LOST,USD,S,2021-05-11 16:42:53.149,SPOT,108.4542819535258,315.08046474201024
LP_1,LOST,USD,S,2021-05-11 17:18:19.980,SPOT,108.4887694822494,251.20517750607974
LP_1,LOST,USD,B,2021-05-11 17:19:55.789,SPOT,108.6364730368086,207.53036808599745
LP_1,WON,USD,S,2021-05-12 09:18:14.330,SPOT,108.71303,-0.0
LP_1,LOST,USD,B,2021-05-12 10:07:30.526,SPOT,108.8103520297088,216.6202970879283
LP_1,LOST,USD,S,2021-05-12 10:48:32.780,SPOT,108.6812958067385,110.84193261496011
LP_1,LOST,USD,B,2021-05-12 12:40:29.146,SPOT,109.1898631057663,31.93105766300164
LP_1,LOST,USD,S,2021-05-12 13:52:50.441,SPOT,109.2352260293516,102.03970648404947
LP_1,WON,USD,B,2021-05-12 16:55:24.308,SPOT,109.64508,0.0
LP_1,LOST,USD,S,2021-05-12 19:27:18.562,SPOT,109.5422158567688,51.04143231193348
LP_1,LOST,USD,S,2021-05-12 20:43:17.553,SPOT,109.6201695262234,79.00473776587091
LP_1,LOST,USD,S,2021-05-12 21:07:42.690,SPOT,109.5865230986097,249.46901390293874
LP_1,LOST,USD,S,2021-05-13 07:12:29.384,SPOT,109.4817142475989,64.85752401104605
LP_1,LOST,USD,S,2021-05-13 08:46:31.463,SPOT,109.4390658392017,253.24160798291473
LP_1,LOST,USD,B,2021-05-13 12:00:14.173,SPOT,109.6219715537941,43.01553794093138
LP_1,LOST,USD,S,2021-05-13 12:58:30.300,SPOT,109.5519663793849,151.33620615102927
LP_1,LOST,USD,S,2021-05-13 18:17:14.375,SPOT,109.3887465808309,433.734191691002
LP_1,WON,USD,B,2021-05-13 20:12:39.317,SPOT,109.46845,0.0
LP_1,LOST,USD,B,2021-05-13 20:19:00.711,SPOT,109.5391672483149,201.47248314899002
LP_1,LOST,USD,B,2021-05-13 22:10:58.467,SPOT,109.5470272190343,206.07219034303625
LP_1,LOST,USD,S,2021-05-13 22:43:33.718,SPOT,109.3955247132021,366.05286797907866
LP_1,LOST,USD,B,2021-05-14 08:42:10.159,SPOT,109.3732167071446,245.16707144613292
LP_1,LOST,USD,B,2021-05-14 09:19:41.435,SPOT,109.4303505061615,542.7050616150098
LP_1,LOST,USD,B,2021-05-14 12:50:40.405,SPOT,109.3943693613793,42.693613793005625
LP_1,LOST,USD,S,2021-05-14 14:27:44.590,SPOT,109.3624575397208,245.5246027921021
LP_1,LOST,USD,S,2021-05-14 15:05:19.480,SPOT,109.3653107338369,243.3926616309634
LP_1,LOST,USD,S,2021-05-14 15:21:04.184,SPOT,109.3842337521727,179.46247827296702
LP_1,WON,USD,S,2021-05-14 20:59:59.904,SPOT,109.30143,-0.0
LP_1,LOST,USD,B,2021-05-14 20:59:59.904,SPOT,109.4208113317498,295.9133174979911
LP_1,LOST,USD,B,2021-05-17 08:14:55.840,SPOT,109.4014658294189,508.1582941889451
LP_1,LOST,USD,B,2021-05-17 08:23:02.976,SPOT,109.3952718074024,418.618074023982
LP_1,WON,USD,S,2021-05-17 10:16:16.600,SPOT,109.11174,-0.0
LP_1,LOST,USD,S,2021-05-17 12:43:30.316,SPOT,109.1423517455806,47.68254419403206
LP_1,LOST,USD,B,2021-05-17 15:46:15.319,SPOT,109.2188191948697,103.1919486969457
LP_1,WON,USD,S,2021-05-17 17:13:03.760,SPOT,109.08995,-0.0
