Date,CreatedBy,CreatedFor,LP,MarketShare
2017-03-08,,,LP3masked,10.433310535862441
2017-03-09,,,LP3masked,17.135248610003746
2017-03-10,,,LP3masked,13.26086834820816
2017-03-13,,,LP3masked,21.224542300327368
2017-03-14,,,LP3masked,4.7295862623444584
2017-03-15,,,LP3masked,18.93926436119656
2017-03-16,,,LP3masked,15.802430976322063
2017-03-17,,,LP3masked,31.23315858165001
2017-03-20,,,LP3masked,4.4123788653568345
2017-03-21,,,LP3masked,13.497600709910898
2017-03-22,,,LP3masked,12.429235724041927
2017-03-23,,,LP3masked,17.45262550581151
2017-03-24,,,LP3masked,32.25395825839215
2017-03-26,,,LP3masked,0.0
2017-03-27,,,LP3masked,20.678194122936937
2017-03-28,,,LP3masked,16.315148928059422
2017-03-29,,,LP3masked,11.371353203026251
2017-03-30,,,LP3masked,11.39476069451585
2017-03-31,,,LP3masked,21.92856118355151
2017-04-03,,,LP3masked,8.881867114797867
2017-04-04,,,LP3masked,19.93103952059857
2017-04-05,,,LP3masked,20.999683495277964
2017-04-06,,,LP3masked,7.864760725656035
2017-04-07,,,LP3masked,13.28777834763994
2017-04-09,,,LP3masked,71.42857142857143
2017-04-10,,,LP3masked,2.200109868121589
2017-04-11,,,LP3masked,15.758923761574264
2017-04-12,,,LP3masked,20.599054362598807
2017-04-13,,,LP3masked,12.95004094419162
2017-04-14,,,LP3masked,35.65201511227723
2017-04-17,,,LP3masked,20.789704008197667
2017-04-18,,,LP3masked,23.843258160574344
2017-04-19,,,LP3masked,25.583003374681333
2017-04-20,,,LP3masked,10.598040708979438
2017-04-21,,,LP3masked,17.898016774342807
2017-04-24,,,LP3masked,15.458963192396652
2017-04-25,,,LP3masked,24.87016783567367
2017-04-26,,,LP3masked,14.025648954243387
2017-04-27,,,LP3masked,25.432987561986607
2017-04-28,,,LP3masked,36.34730767840259
2017-02-01,,,LP4masked,6.101761211253209
2017-02-02,,,LP4masked,9.826613125017076
2017-02-03,,,LP4masked,27.821729126185424
2017-02-06,,,LP4masked,1.3103211429001402
2017-02-07,,,LP4masked,13.351796670761942
2017-02-08,,,LP4masked,12.64503942734362
2017-02-09,,,LP4masked,17.499996740753488
2017-02-10,,,LP4masked,6.2597315351378136
2017-02-12,,,LP4masked,20.0
2017-02-13,,,LP4masked,0.0
2017-02-14,,,LP4masked,17.598198106005025
2017-02-15,,,LP4masked,7.293677508515098
2017-02-16,,,LP4masked,8.051070537438251
2017-02-17,,,LP4masked,1.9803018229268892
2017-02-20,,,LP4masked,7.029595694655151
2017-02-21,,,LP4masked,10.962782359876286
2017-02-22,,,LP4masked,6.012571110368013
2017-02-23,,,LP4masked,5.758026113846997
2017-02-24,,,LP4masked,11.316470381375563
2017-02-27,,,LP4masked,15.080424777025431
2017-02-28,,,LP4masked,7.530690061531066
2017-03-01,,,LP4masked,5.397444773697054
2017-03-02,,,LP4masked,13.164706300516041
2017-03-03,,,LP4masked,10.362861081216883
2017-03-06,,,LP4masked,2.9078762989021736
2017-03-07,,,LP4masked,0.0
2017-03-08,,,LP4masked,26.953241957599438
2017-03-09,,,LP4masked,10.703832382241076
2017-03-10,,,LP4masked,5.367051733062008
2017-03-13,,,LP4masked,14.875189640549467
2017-03-14,,,LP4masked,11.960417680728227
2017-03-15,,,LP4masked,11.70418479991124
2017-03-16,,,LP4masked,17.170420775113936
2017-03-17,,,LP4masked,19.009178335573772
2017-03-20,,,LP4masked,5.8303819226511715
2017-03-21,,,LP4masked,9.20287784051418
2017-03-22,,,LP4masked,9.71242957242238
2017-03-23,,,LP4masked,12.769211358285878
2017-03-24,,,LP4masked,15.40435901074943
2017-03-26,,,LP4masked,0.0
2017-03-27,,,LP4masked,13.614301977533952
2017-03-28,,,LP4masked,19.35089119781769
2017-03-29,,,LP4masked,13.778453534594881
2017-03-30,,,LP4masked,20.86482026141144
2017-03-31,,,LP4masked,14.718325797978338
2017-04-03,,,LP4masked,17.719018980960914
2017-04-04,,,LP4masked,9.653502957839965
2017-04-05,,,LP4masked,17.959659910295763
2017-04-06,,,LP4masked,21.449483782209715
2017-04-07,,,LP4masked,12.61963270562515
2017-04-09,,,LP4masked,0.0
2017-04-10,,,LP4masked,10.69496793345807
2017-04-11,,,LP4masked,15.389244002127924
2017-04-12,,,LP4masked,4.439895170257926
2017-04-13,,,LP4masked,13.18805332324369
2017-04-14,,,LP4masked,10.648447882236685
2017-04-17,,,LP4masked,10.357342187593181
2017-04-18,,,LP4masked,11.766245120047088
2017-04-19,,,LP4masked,7.411038952936222
2017-04-20,,,LP4masked,9.134685601593485
2017-04-21,,,LP4masked,33.49906369949218
2017-04-24,,,LP4masked,11.724883281103951
2017-04-25,,,LP4masked,9.638952727901959
2017-04-26,,,LP4masked,10.65440202645906
2017-04-27,,,LP4masked,18.85456361518521
2017-04-28,,,LP4masked,3.8327343430086147
2017-02-01,,,LP5masked,20.03865776220019
2017-02-02,,,LP5masked,29.195287182230263
2017-02-03,,,LP5masked,12.611100229016534
2017-02-06,,,LP5masked,53.657290779912344
2017-02-07,,,LP5masked,31.121367792039294
2017-02-08,,,LP5masked,14.756393410154232
2017-02-09,,,LP5masked,30.37355824267591
2017-02-10,,,LP5masked,9.446122678469015
2017-02-12,,,LP5masked,0.0
2017-02-13,,,LP5masked,9.935227567489697
2017-02-14,,,LP5masked,29.102187415049407
2017-02-15,,,LP5masked,31.472283782785425
2017-02-16,,,LP5masked,28.3887383992043
2017-02-17,,,LP5masked,39.626148260213675
2017-02-20,,,LP5masked,38.87711052603603
2017-02-21,,,LP5masked,29.65635563040617
2017-02-22,,,LP5masked,32.340137305528614
2017-02-23,,,LP5masked,23.61168862140629
2017-02-24,,,LP5masked,30.113295661311735
2017-02-27,,,LP5masked,25.772889334841757
2017-02-28,,,LP5masked,21.144682199992186
2017-03-01,,,LP5masked,16.759428932712538
2017-03-02,,,LP5masked,14.481242291437562
2017-03-03,,,LP5masked,21.35499731460897
2017-03-06,,,LP5masked,31.724738906532302
2017-03-07,,,LP5masked,18.224709504140506
2017-03-08,,,LP5masked,20.150054133337783
2017-03-09,,,LP5masked,31.06291398907846
2017-03-10,,,LP5masked,42.55472680558242
2017-03-13,,,LP5masked,19.27440172626483
2017-03-14,,,LP5masked,40.728517358071805
2017-03-15,,,LP5masked,21.29948003950182
2017-03-16,,,LP5masked,25.382637296328802
2017-03-17,,,LP5masked,32.05868624015952
2017-03-20,,,LP5masked,8.383743989463278
2017-03-21,,,LP5masked,21.84296915991824
2017-03-22,,,LP5masked,30.367978884159598
2017-03-23,,,LP5masked,29.648375814234363
2017-03-24,,,LP5masked,19.986359676195516
2017-03-26,,,LP5masked,100.0
2017-03-27,,,LP5masked,22.335338060847086
2017-03-28,,,LP5masked,14.46020031801121
2017-03-29,,,LP5masked,37.33880159006393
2017-03-30,,,LP5masked,31.907386993523463
2017-03-31,,,LP5masked,35.32224074688956
2017-04-03,,,LP5masked,28.983967964491452
2017-04-04,,,LP5masked,26.55351489403626
2017-04-05,,,LP5masked,24.040533784445085
2017-04-06,,,LP5masked,26.95101089580443
2017-04-07,,,LP5masked,42.16286975831526
2017-04-09,,,LP5masked,14.285714285714285
2017-04-10,,,LP5masked,42.14163542761476
2017-04-11,,,LP5masked,32.47051897741888
2017-04-12,,,LP5masked,44.308178280206945
2017-04-13,,,LP5masked,50.12362982497744
2017-04-14,,,LP5masked,37.40086295021637
2017-04-17,,,LP5masked,27.18405768684548
2017-04-18,,,LP5masked,28.626357159401
2017-04-19,,,LP5masked,30.37922055039163
2017-04-20,,,LP5masked,44.312907196886435
2017-04-21,,,LP5masked,25.216036709449636
2017-04-24,,,LP5masked,43.89251587603429
2017-04-25,,,LP5masked,29.698437462471215
2017-04-26,,,LP5masked,31.427332235495726
2017-04-27,,,LP5masked,23.86711693692788
2017-04-28,,,LP5masked,22.61845477431012
2017-02-01,,,LP6masked,21.479278201428535
2017-02-02,,,LP6masked,10.542397377388918
2017-02-03,,,LP6masked,22.360741675512998
2017-02-06,,,LP6masked,17.42806678184767
2017-02-07,,,LP6masked,25.425440622494015
2017-02-08,,,LP6masked,22.935385187796438
2017-02-09,,,LP6masked,13.461162166713898
2017-02-10,,,LP6masked,13.06508630980438
2017-02-12,,,LP6masked,0.0
2017-02-13,,,LP6masked,14.483525703382409
2017-02-14,,,LP6masked,7.539958807523912
2017-02-15,,,LP6masked,21.41671902131586
2017-02-16,,,LP6masked,18.46939195169151
2017-02-17,,,LP6masked,16.16843524705929
2017-02-20,,,LP6masked,6.5859215057382094
2017-02-21,,,LP6masked,9.833661936446173
2017-02-22,,,LP6masked,8.734128345810038
2017-02-23,,,LP6masked,29.464802820149444
2017-02-24,,,LP6masked,9.849863558865996
2017-02-27,,,LP6masked,19.30465520272728
2017-02-28,,,LP6masked,13.369594266890719
2017-03-01,,,LP6masked,13.73555839312726
2017-03-02,,,LP6masked,16.696251624658544
2017-03-03,,,LP6masked,12.05594936128722
2017-03-06,,,LP6masked,31.654763665312185
2017-03-07,,,LP6masked,36.946835544422164
2017-03-08,,,LP6masked,15.188379685729128
2017-03-09,,,LP6masked,24.0963456443971
2017-03-10,,,LP6masked,11.400286904365075
2017-03-13,,,LP6masked,7.990824755098412
2017-03-14,,,LP6masked,12.611303455280737
2017-03-15,,,LP6masked,11.45172426479428
2017-03-16,,,LP6masked,28.21545576667605
2017-03-17,,,LP6masked,5.399752831393021
2017-03-20,,,LP6masked,9.46356390135445
2017-03-21,,,LP6masked,9.592265861445846
2017-03-22,,,LP6masked,16.02199979099255
2017-03-23,,,LP6masked,18.12294214323099
2017-03-24,,,LP6masked,7.704405125600508
2017-03-26,,,LP6masked,0.0
2017-03-27,,,LP6masked,18.589568215645727
2017-03-28,,,LP6masked,17.877114368500383
2017-03-29,,,LP6masked,19.831810804374506
2017-03-30,,,LP6masked,20.305645523619816
2017-03-31,,,LP6masked,22.651921921487432
2017-04-03,,,LP6masked,35.183399531355754
2017-04-04,,,LP6masked,26.755598697081023
2017-04-05,,,LP6masked,22.246893155145557
2017-04-06,,,LP6masked,22.926204677490066
2017-04-07,,,LP6masked,17.588797084146545
2017-04-09,,,LP6masked,0.0
2017-04-10,,,LP6masked,3.911176067502458
2017-04-11,,,LP6masked,28.33405667457196
2017-04-12,,,LP6masked,22.865711252120754
2017-04-13,,,LP6masked,23.423727517183334
2017-04-14,,,LP6masked,5.650226173033018
2017-04-17,,,LP6masked,15.955018173631426
2017-04-18,,,LP6masked,14.010119589260045
2017-04-19,,,LP6masked,27.078923674050316
2017-04-20,,,LP6masked,19.6869771026491
2017-04-21,,,LP6masked,12.524775665681473
2017-04-24,,,LP6masked,13.693466601801624
2017-04-25,,,LP6masked,22.469248129250413
2017-04-26,,,LP6masked,34.90327319782317
2017-04-27,,,LP6masked,21.63883176677448
2017-04-28,,,LP6masked,21.48025155903125
2017-02-01,,,TRADEFEEDR,21.76350811139725
2017-02-02,,,TRADEFEEDR,14.632956681812825
2017-02-03,,,TRADEFEEDR,11.36151040989977
2017-02-06,,,TRADEFEEDR,7.906757192200935
2017-02-07,,,TRADEFEEDR,12.893200936229219
2017-02-08,,,TRADEFEEDR,23.523461076621427
2017-02-09,,,TRADEFEEDR,15.540063665528775
2017-02-10,,,TRADEFEEDR,26.656146561848715
2017-02-12,,,TRADEFEEDR,20.0
2017-02-13,,,TRADEFEEDR,37.79062336456395
2017-02-14,,,TRADEFEEDR,21.098978163288926
2017-02-15,,,TRADEFEEDR,15.54702583302627
2017-02-16,,,TRADEFEEDR,16.324609962892147
2017-02-17,,,TRADEFEEDR,15.820669962773215
2017-02-20,,,TRADEFEEDR,9.825813953194231
2017-02-21,,,TRADEFEEDR,16.861166116544265
2017-02-22,,,TRADEFEEDR,21.136114140782205
2017-02-23,,,TRADEFEEDR,14.656615945641063
2017-02-24,,,TRADEFEEDR,17.198697828421064
2017-02-27,,,TRADEFEEDR,15.830295134107624
2017-02-28,,,TRADEFEEDR,20.218765543398074
2017-03-01,,,TRADEFEEDR,27.785059260996753
2017-03-02,,,TRADEFEEDR,19.99557704030751
2017-03-03,,,TRADEFEEDR,14.634869555871452
2017-03-06,,,TRADEFEEDR,7.784755394250705
2017-03-07,,,TRADEFEEDR,0.0
2017-03-08,,,TRADEFEEDR,13.637506843735606
2017-03-09,,,TRADEFEEDR,8.500829687139806
2017-03-10,,,TRADEFEEDR,13.708533104391169
2017-03-13,,,TRADEFEEDR,18.317520788879964
2017-03-14,,,TRADEFEEDR,14.985087621787386
2017-03-15,,,TRADEFEEDR,18.30267326729805
2017-03-16,,,TRADEFEEDR,6.714527592779571
2017-03-17,,,TRADEFEEDR,6.149612005611836
2017-03-20,,,TRADEFEEDR,35.954965660587135
2017-03-21,,,TRADEFEEDR,22.932143214105412
2017-03-22,,,TRADEFEEDR,15.734178014191777
2017-03-23,,,TRADEFEEDR,5.148519587687357
2017-03-24,,,TRADEFEEDR,0.0
2017-03-26,,,TRADEFEEDR,0.0
2017-03-27,,,TRADEFEEDR,0.0
2017-03-28,,,TRADEFEEDR,0.0
2017-03-29,,,TRADEFEEDR,0.0
2017-03-30,,,TRADEFEEDR,0.0
2017-03-31,,,TRADEFEEDR,0.0
2017-04-03,,,TRADEFEEDR,0.0
2017-04-04,,,TRADEFEEDR,0.0
2017-04-05,,,TRADEFEEDR,0.0
2017-04-06,,,TRADEFEEDR,0.0
2017-04-07,,,TRADEFEEDR,0.0
2017-04-09,,,TRADEFEEDR,0.0
2017-04-10,,,TRADEFEEDR,0.0
2017-04-11,,,TRADEFEEDR,0.0
2017-04-12,,,TRADEFEEDR,0.0
2017-04-13,,,TRADEFEEDR,0.0
2017-04-14,,,TRADEFEEDR,0.0
2017-04-17,,,TRADEFEEDR,0.0
2017-04-18,,,TRADEFEEDR,0.0
2017-04-19,,,TRADEFEEDR,0.0
2017-04-20,,,TRADEFEEDR,0.0
2017-04-21,,,TRADEFEEDR,0.0
2017-04-24,,,TRADEFEEDR,0.0
2017-04-25,,,TRADEFEEDR,0.0
2017-04-26,,,TRADEFEEDR,0.0
2017-04-27,,,TRADEFEEDR,0.0
2017-04-28,,,TRADEFEEDR,0.0
