LP,OutCome,Symbol,Side,TradeQuantity,TradeCcy,TradeTime,AllInRate,PriceShown,ProductType,MissedByPIPS,MissedByUSDPM
LP_1,LOST,AUDUSD,B,177076699.3518919,AUD,2021-04-06 16:23:51.156,0.76668,0.767356672111897,SPOT,6.766721118969254,882.6004485533723
LP_1,LOST,AUDUSD,B,24176558.5844405,AUD,2021-04-06 18:21:54.983,0.7664900000000001,0.7665416024536047,SPOT,0.5160245360458227,67.32306175494251
LP_1,LOST,AUDUSD,B,54832600.6042771,AUD,2021-04-06 21:21:00.693,0.7666000000000001,0.7666802694272535,SPOT,0.8026942725347652,104.70835801390521
LP_1,LOST,AUDUSD,B,40185428.88225056,AUD,2021-04-06 22:09:02.325,0.76658,0.7666425941850661,SPOT,0.6259418506604497,81.65381964841956
LP_1,LOST,AUDUSD,S,168846793.7288806,AUD,2021-04-06 22:49:34.235,0.7653200000000001,0.7650090518556609,SPOT,3.1094814433918483,406.2982077290833
LP_1,LOST,AUDUSD,S,203454646.0490674,AUD,2021-04-07 08:08:35.575,0.76253,0.7619983638074151,SPOT,5.316361925848945,697.2003627200296
LP_1,LOST,AUDUSD,S,106504187.034443,AUD,2021-04-07 08:38:09.223,0.7629100000000001,0.7627040568643166,SPOT,2.059431356834507,269.9442079451275
LP_1,WON,AUDUSD,B,56814020.63346468,AUD,2021-04-07 10:44:46.786,0.7629100000000001,0.7629100000000001,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,S,117422130.7039261,AUD,2021-04-07 11:47:56.092,0.76317,0.7626999466647102,SPOT,4.700533352898217,615.9221867864106
LP_1,WON,AUDUSD,B,128169207.6008767,AUD,2021-04-07 12:08:46.879,0.76319,0.76319,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,S,21014646.36623859,AUD,2021-04-07 12:55:18.516,0.7617100000000001,0.7616633008178139,SPOT,0.46699182186249466,61.308348566102566
LP_1,WON,AUDUSD,B,91660254.22746316,AUD,2021-04-07 14:15:15.260,0.7630800000000001,0.7630800000000001,SPOT,0.0,0.0
LP_1,WON,AUDUSD,B,78716842.21317992,AUD,2021-04-07 15:39:58.350,0.7626900000000001,0.7626900000000001,SPOT,0.0,0.0
LP_1,WON,AUDUSD,B,24296557.13727698,AUD,2021-04-07 16:21:08.183,0.76234,0.76234,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,S,15380828.69490609,AUD,2021-04-07 20:01:41.085,0.76109,0.761071899642958,SPOT,0.1810035704208346,23.782150655127232
LP_1,LOST,AUDUSD,S,48772455.38518764,AUD,2021-04-08 08:36:11.152,0.76251,0.7622313173903175,SPOT,2.7868260968255676,365.4805965594976
LP_1,LOST,AUDUSD,S,45426211.47120371,AUD,2021-04-08 10:00:03.493,0.7627400000000001,0.7626734377298836,SPOT,0.6656227011647697,87.26731273633881
LP_1,LOST,AUDUSD,B,172789638.3497864,AUD,2021-04-08 10:11:16.530,0.7640800000000001,0.7648018164823538,SPOT,7.218164823536988,944.687051557036
LP_1,LOST,AUDUSD,S,77240009.00052488,AUD,2021-04-08 11:43:29.252,0.76383,0.7636709119307766,SPOT,1.590880692233787,208.27680141310978
LP_1,LOST,AUDUSD,S,45813699.2121581,AUD,2021-04-08 12:34:25.570,0.7643300000000001,0.7641223354830152,SPOT,2.076645169848401,271.69483990530097
LP_1,WON,AUDUSD,B,20039357.86429793,AUD,2021-04-08 14:03:58.278,0.7646200000000001,0.7646200000000001,SPOT,0.0,0.0
LP_1,WON,AUDUSD,B,162138550.7925879,AUD,2021-04-08 15:08:45.369,0.7645500000000001,0.7645500000000001,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,B,21519133.80715996,AUD,2021-04-08 17:41:57.641,0.76553,0.7655616676302154,SPOT,0.3166763021533736,41.36693560718996
LP_1,WON,AUDUSD,S,100524110.5216555,AUD,2021-04-08 18:03:48.459,0.7645000000000001,0.7645000000000001,SPOT,-0.0,-0.0
LP_1,LOST,AUDUSD,S,23418394.68805119,AUD,2021-04-08 19:51:42.410,0.76505,0.764882867319218,SPOT,1.6713268078205612,218.45981410628656
LP_1,LOST,AUDUSD,S,84335540.94517604,AUD,2021-04-09 07:49:50.625,0.76046,0.7600667970558705,SPOT,3.932029441294782,517.0593379395516
LP_1,WON,AUDUSD,B,116505317.9953247,AUD,2021-04-09 08:05:22.965,0.7617,0.7617,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,B,120735512.6505718,AUD,2021-04-09 08:49:21.590,0.76195,0.7620755489694921,SPOT,1.2554896949212857,164.7732390472889
LP_1,LOST,AUDUSD,S,40927802.27656476,AUD,2021-04-09 11:54:52.300,0.7634200000000001,0.7633779072266185,SPOT,0.4209277338163009,55.137111133585215
LP_1,LOST,AUDUSD,B,24740161.39283776,AUD,2021-04-09 13:36:44.598,0.7627700000000001,0.7629015844356759,SPOT,1.3158443567584666,172.5086666699571
LP_1,LOST,AUDUSD,B,143350853.9339527,AUD,2021-04-09 14:26:38.794,0.76321,0.7634356807226177,SPOT,2.2568072261763827,295.6993784379858
LP_1,LOST,AUDUSD,S,77585794.93965954,AUD,2021-04-09 14:35:45.157,0.76197,0.7617802170069147,SPOT,1.897829930853634,249.06885190412174
LP_1,LOST,AUDUSD,B,61857919.06318627,AUD,2021-04-09 17:13:37.063,0.7628400000000001,0.7628805004838262,SPOT,0.40500483826089173,53.091714941722046
LP_1,LOST,AUDUSD,S,112632944.1089183,AUD,2021-04-09 20:59:59.803,0.76119,0.7611417014400651,SPOT,0.48298559934933927,63.45138524543881
LP_1,LOST,AUDUSD,S,93007327.83740386,AUD,2021-04-12 08:16:15.199,0.7611100000000001,0.7607063583419044,SPOT,4.036416580956992,530.3328797358065
LP_1,LOST,AUDUSD,S,24594946.59211487,AUD,2021-04-12 08:18:06.172,0.76131,0.7612643294425159,SPOT,0.45670557484167595,59.98943595142414
LP_1,LOST,AUDUSD,S,150891385.5941501,AUD,2021-04-12 12:01:49.088,0.7621000000000001,0.761661012442139,SPOT,4.3898755786109245,576.023563654493
LP_1,WON,AUDUSD,S,60318463.49942498,AUD,2021-04-12 14:20:18.468,0.762,0.762,SPOT,-0.0,-0.0
LP_1,LOST,AUDUSD,B,16884224.73846003,AUD,2021-04-12 15:31:45.149,0.76248,0.7625519231439294,SPOT,0.7192314392934218,94.32790883612263
LP_1,WON,AUDUSD,S,38712879.74179722,AUD,2021-04-12 15:42:10.350,0.76182,0.76182,SPOT,-0.0,-0.0
LP_1,LOST,AUDUSD,B,141533192.9340027,AUD,2021-04-12 16:21:30.724,0.76275,0.7628389804106266,SPOT,0.8898041062654904,116.65737217514405
LP_1,LOST,AUDUSD,S,22353949.65391606,AUD,2021-04-12 16:53:49.886,0.76243,0.762357825557794,SPOT,0.7217444220608549,94.66369660959816
LP_1,LOST,AUDUSD,S,20543565.78737497,AUD,2021-04-12 20:12:04.003,0.7620600000000001,0.762039498179248,SPOT,0.2050182075208351,26.903158218627432
LP_1,WON,AUDUSD,S,82348995.97009644,AUD,2021-04-12 20:14:45.043,0.7619100000000001,0.7619100000000001,SPOT,-0.0,-0.0
LP_1,LOST,AUDUSD,S,21170572.09368795,AUD,2021-04-13 07:34:20.523,0.7609400000000001,0.7608053067428495,SPOT,1.3469325715054214,177.00903770412336
LP_1,LOST,AUDUSD,S,166285055.8524951,AUD,2021-04-13 08:10:04.041,0.7603000000000001,0.7601234062803257,SPOT,1.7659371967437831,232.26847254287364
LP_1,WON,AUDUSD,B,17250015.06507397,AUD,2021-04-13 08:52:45.655,0.7619400000000001,0.7619400000000001,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,B,108553054.3816276,AUD,2021-04-13 13:06:23.277,0.7620500000000001,0.7622107632596817,SPOT,1.6076325968161775,210.96156378397347
LP_1,LOST,AUDUSD,B,50611491.25685915,AUD,2021-04-13 14:36:56.536,0.7625000000000001,0.7625669867462562,SPOT,0.6698674625615908,87.85147049983344
LP_1,LOST,AUDUSD,S,57351145.89915611,AUD,2021-04-13 20:19:27.144,0.7644900000000001,0.7643720551792123,SPOT,1.1794482078786306,154.27908905008002
LP_1,WON,AUDUSD,S,39263343.94491278,AUD,2021-04-13 21:26:42.256,0.76387,0.76387,SPOT,-0.0,-0.0
LP_1,LOST,AUDUSD,B,111408598.7908766,AUD,2021-04-13 21:42:29.043,0.7648400000000001,0.765245536254911,SPOT,4.055362549109098,530.2236479667322
LP_1,WON,AUDUSD,S,107250783.8951424,AUD,2021-04-14 07:25:54.677,0.7675000000000001,0.7675000000000001,SPOT,-0.0,-0.0
LP_1,LOST,AUDUSD,S,97136263.98006454,AUD,2021-04-14 08:44:46.979,0.7687100000000001,0.7684209465550185,SPOT,2.890534449816462,376.02404675574076
LP_1,LOST,AUDUSD,S,86215085.14042944,AUD,2021-04-14 11:39:53.283,0.76824,0.7678357750990715,SPOT,4.0422490092850705,526.1700782678291
LP_1,LOST,AUDUSD,S,186568721.7679806,AUD,2021-04-14 11:56:46.205,0.76783,0.7676914747910912,SPOT,1.3852520890877962,180.4113005596797
LP_1,LOST,AUDUSD,B,58512188.98314983,AUD,2021-04-14 15:35:15.241,0.7732600000000001,0.7736028254840551,SPOT,3.4282548405506486,443.3508574801515
LP_1,LOST,AUDUSD,B,191028492.4320877,AUD,2021-04-14 16:20:25.752,0.77414,0.7750446658541283,SPOT,9.046658541282948,1168.6075569383725
LP_1,LOST,AUDUSD,B,38833792.95002669,AUD,2021-04-14 20:41:50.640,0.7727,0.772766385801886,SPOT,0.6638580188589316,85.91406999602924
LP_1,LOST,AUDUSD,S,18326500.76132268,AUD,2021-04-14 21:16:17.091,0.77278,0.7727331758797141,SPOT,0.4682412028589322,60.59178587169978
LP_1,LOST,AUDUSD,B,188412136.6310865,AUD,2021-04-15 07:12:03.749,0.77431,0.7746363624317532,SPOT,3.263624317531022,421.48807551645183
LP_1,LOST,AUDUSD,B,46454837.20814809,AUD,2021-04-15 08:20:21.494,0.77522,0.7754793074714504,SPOT,2.5930747145042066,334.49533222884577
LP_1,LOST,AUDUSD,B,183831402.2112172,AUD,2021-04-15 09:46:22.709,0.7761300000000001,0.7768677705592919,SPOT,7.37770559291806,950.5760108381445
LP_1,WON,AUDUSD,B,54761974.93262589,AUD,2021-04-15 11:26:40.277,0.77458,0.77458,SPOT,0.0,0.0
LP_1,WON,AUDUSD,B,119166426.68657,AUD,2021-04-15 15:58:52.949,0.77502,0.77502,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,S,45088395.24933137,AUD,2021-04-15 16:18:17.685,0.77451,0.774328157366257,SPOT,1.8184263374299015,234.78410058352938
LP_1,LOST,AUDUSD,B,41764153.17342617,AUD,2021-04-15 16:26:06.278,0.7749,0.774996078774764,SPOT,0.9607877476391913,123.98861112905557
LP_1,LOST,AUDUSD,S,110265848.2617699,AUD,2021-04-15 16:31:31.658,0.77429,0.7736890215935884,SPOT,6.009784064116008,776.1670774666385
LP_1,LOST,AUDUSD,S,52273737.67411336,AUD,2021-04-15 16:37:21.237,0.7747,0.7746561990786094,SPOT,0.4380092139066871,56.53920406700763
LP_1,LOST,AUDUSD,S,24468104.69729826,AUD,2021-04-15 18:18:59.163,0.77524,0.7751835454318325,SPOT,0.5645456816749661,72.82205274172782
LP_1,WON,AUDUSD,B,59329270.96728235,AUD,2021-04-15 20:53:02.906,0.7756500000000001,0.7756500000000001,SPOT,0.0,0.0
LP_1,WON,AUDUSD,B,55420901.2829233,AUD,2021-04-15 22:30:25.053,0.7755900000000001,0.7755900000000001,SPOT,0.0,0.0
LP_1,WON,AUDUSD,B,89685847.28427231,AUD,2021-04-16 09:05:18.435,0.7746500000000001,0.7746500000000001,SPOT,0.0,0.0
LP_1,WON,AUDUSD,B,151109757.43155,AUD,2021-04-16 09:19:08.133,0.77468,0.77468,SPOT,0.0,0.0
LP_1,WON,AUDUSD,B,61246507.42276572,AUD,2021-04-16 12:32:50.024,0.77492,0.77492,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,S,20185938.68706375,AUD,2021-04-16 13:02:20.649,0.7742800000000001,0.7741769374558846,SPOT,1.0306254411551752,133.10758913509522
LP_1,LOST,AUDUSD,S,94612042.93183982,AUD,2021-04-16 16:46:52.430,0.77295,0.7724482307772652,SPOT,5.017692227348158,649.1612946953884
LP_1,LOST,AUDUSD,B,90484177.57730931,AUD,2021-04-16 20:42:33.664,0.7737900000000001,0.7738958132472853,SPOT,1.0581324728520247,136.74672363972462
LP_1,LOST,AUDUSD,S,54371437.33724952,AUD,2021-04-16 20:59:59.953,0.7729900000000001,0.772875808345308,SPOT,1.1419165469206405,147.72720823308384
LP_1,LOST,AUDUSD,S,43873427.88395472,AUD,2021-04-19 07:26:45.427,0.77422,0.7741050008743154,SPOT,1.1499912568457837,148.53546238091653
LP_1,LOST,AUDUSD,B,23556730.28621823,AUD,2021-04-19 08:43:57.069,0.7782600000000001,0.7782760397531292,SPOT,0.16039753129137857,20.609761685275174
LP_1,LOST,AUDUSD,S,180134614.7898585,AUD,2021-04-19 11:06:06.799,0.7770900000000001,0.777017598200248,SPOT,0.724017997520976,93.17041752188172
LP_1,LOST,AUDUSD,B,243650486.3435403,AUD,2021-04-19 11:08:43.116,0.7789800000000001,0.7794078239918453,SPOT,4.278239918451554,549.2104955777677
LP_1,LOST,AUDUSD,B,42773364.16416802,AUD,2021-04-19 13:21:09.826,0.77688,0.7771601072183116,SPOT,2.8010721831162044,360.5540344862046
LP_1,LOST,AUDUSD,S,57421730.74395396,AUD,2021-04-19 13:57:09.049,0.7768400000000001,0.7768364389967859,SPOT,0.03561003214191949,4.583959649639979
LP_1,WON,AUDUSD,B,86337560.72958931,AUD,2021-04-19 14:56:28.171,0.77683,0.77683,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,S,15078119.13499609,AUD,2021-04-19 17:21:54.397,0.77563,0.7755094145312276,SPOT,1.2058546877247167,155.4677730005727
LP_1,WON,AUDUSD,S,47103209.28134024,AUD,2021-04-19 18:08:08.585,0.7752600000000001,0.7752600000000001,SPOT,-0.0,-0.0
LP_1,LOST,AUDUSD,B,110624814.3594712,AUD,2021-04-19 19:16:17.122,0.7760600000000001,0.7764676010023371,SPOT,4.0760100233705465,525.2184139590277
LP_1,WON,AUDUSD,S,95176891.71480015,AUD,2021-04-19 20:25:08.564,0.7749800000000001,0.7749800000000001,SPOT,-0.0,-0.0
LP_1,WON,AUDUSD,B,94525612.04088852,AUD,2021-04-19 21:57:52.196,0.776,0.776,SPOT,0.0,0.0
LP_1,WON,AUDUSD,B,18120271.78704739,AUD,2021-04-20 07:25:29.371,0.7812300000000001,0.7812300000000001,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,S,158531950.7285021,AUD,2021-04-20 07:55:55.547,0.7802300000000001,0.779806191662487,SPOT,4.238083375130985,543.1838528550114
LP_1,LOST,AUDUSD,S,171048480.6855675,AUD,2021-04-20 08:56:07.639,0.7784700000000001,0.7778807857896842,SPOT,5.892142103158804,756.8874976761064
LP_1,LOST,AUDUSD,S,106758655.9918709,AUD,2021-04-20 15:34:38.802,0.7727,0.7721397924797484,SPOT,5.602075202516543,725.0000262088996
LP_1,LOST,AUDUSD,B,45532961.44586056,AUD,2021-04-20 19:32:25.624,0.7725400000000001,0.7725885243485939,SPOT,0.48524348593814715,62.81143836406322
LP_1,LOST,AUDUSD,B,102453859.0107113,AUD,2021-04-20 20:26:33.254,0.7728200000000001,0.7729685493656872,SPOT,1.4854936568708954,192.21728952034667
LP_1,LOST,AUDUSD,S,116692153.7835151,AUD,2021-04-20 22:31:24.806,0.77217,0.7719088201765569,SPOT,2.6117982344309176,338.2413502766024
LP_1,WON,AUDUSD,B,88769959.1461569,AUD,2021-04-21 08:41:52.689,0.77248,0.77248,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,B,37765341.90401435,AUD,2021-04-21 09:44:38.723,0.7717,0.7717803398242145,SPOT,0.8033982421440378,104.10758612722226
LP_1,LOST,AUDUSD,S,118096990.2663492,AUD,2021-04-21 14:14:21.834,0.77192,0.7715002960680665,SPOT,4.1970393193357936,543.7142863684575
LP_1,WON,AUDUSD,B,50615901.46506205,AUD,2021-04-21 14:30:07.816,0.77424,0.77424,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,S,84096492.14008823,AUD,2021-04-21 17:07:02.902,0.7746000000000001,0.7745678554201465,SPOT,0.3214457985356578,41.49829570565533
LP_1,LOST,AUDUSD,S,98916838.77212927,AUD,2021-04-21 17:08:37.344,0.7747900000000001,0.7744327224052978,SPOT,3.572775947022766,461.12829889688453
LP_1,WON,AUDUSD,B,20775411.89035401,AUD,2021-04-21 18:00:43.285,0.7758400000000001,0.7758400000000001,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,S,113225105.9752889,AUD,2021-04-22 08:27:04.408,0.77439,0.7741911822752822,SPOT,1.9881772471785908,256.74107971163096
LP_1,LOST,AUDUSD,B,101905714.4760154,AUD,2021-04-22 08:36:40.088,0.7753500000000001,0.7754971926253934,SPOT,1.471926253933109,189.84023395018923
LP_1,LOST,AUDUSD,B,15685817.08241254,AUD,2021-04-22 09:49:41.437,0.77466,0.7746633335879849,SPOT,0.03333587984877262,4.303291747165261
LP_1,WON,AUDUSD,B,46967773.07544835,AUD,2021-04-22 11:20:57.721,0.7754300000000001,0.7754300000000001,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,S,117104220.1924138,AUD,2021-04-22 14:37:57.666,0.77092,0.7708281677376476,SPOT,0.9183226235243147,119.12035276351318
LP_1,LOST,AUDUSD,B,23192115.91500789,AUD,2021-04-22 16:20:51.203,0.7733200000000001,0.7734848707136159,SPOT,1.6487071361581673,213.19856413359872
LP_1,LOST,AUDUSD,S,100120622.5133501,AUD,2021-04-22 17:36:36.564,0.7708200000000001,0.770716617132324,SPOT,1.0338286767608285,134.12063474749215
LP_1,LOST,AUDUSD,S,130160109.5474325,AUD,2021-04-22 22:20:52.500,0.7697100000000001,0.7695626731226934,SPOT,1.4732687730667493,191.40569475084578
LP_1,LOST,AUDUSD,S,23934941.46643206,AUD,2021-04-23 08:03:40.374,0.7734800000000001,0.7734047768394308,SPOT,0.7522316056929323,97.25288380990627
LP_1,LOST,AUDUSD,B,15648823.28966632,AUD,2021-04-23 11:21:28.150,0.7731100000000001,0.7732473657183405,SPOT,1.3736571834044309,177.67939664525835
LP_1,WON,AUDUSD,B,39161914.72089849,AUD,2021-04-23 14:02:58.817,0.77392,0.77392,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,B,88283616.92139879,AUD,2021-04-23 14:19:07.128,0.77351,0.7736518940760511,SPOT,1.418940760510301,183.4418120658654
LP_1,LOST,AUDUSD,B,53010883.08333419,AUD,2021-04-23 14:33:26.553,0.7744800000000001,0.7746450607622039,SPOT,1.6506076220379473,213.1246284007293
LP_1,LOST,AUDUSD,S,102210485.5859652,AUD,2021-04-23 16:45:26.831,0.7733300000000001,0.772915425403239,SPOT,4.145745967610859,536.0901513727922
LP_1,LOST,AUDUSD,S,155397405.2891135,AUD,2021-04-23 16:55:16.238,0.77322,0.7727283402557995,SPOT,4.916597442005122,635.8600969976758
LP_1,WON,AUDUSD,S,203638664.1208082,AUD,2021-04-23 17:09:10.484,0.77341,0.77341,SPOT,-0.0,-0.0
LP_1,WON,AUDUSD,B,46250760.9219756,AUD,2021-04-23 20:16:15.296,0.7758100000000001,0.7758100000000001,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,B,130674336.8273601,AUD,2021-04-23 20:59:59.903,0.7746400000000001,0.7752558431621154,SPOT,6.158431621152705,795.0056311516462
LP_1,WON,AUDUSD,S,200429200.4974559,AUD,2021-04-26 08:56:51.970,0.77653,0.77653,SPOT,-0.0,-0.0
LP_1,WON,AUDUSD,B,96319706.48188144,AUD,2021-04-26 12:23:14.962,0.7792000000000001,0.7792000000000001,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,B,102779629.4423752,AUD,2021-04-26 15:44:36.466,0.78061,0.780651966229366,SPOT,0.4196622936591954,53.76081444752323
LP_1,WON,AUDUSD,S,113237224.0303084,AUD,2021-04-26 15:48:30.780,0.7793000000000001,0.7793000000000001,SPOT,-0.0,-0.0
LP_1,WON,AUDUSD,S,124305072.6829097,AUD,2021-04-26 17:23:43.812,0.7796200000000001,0.7796200000000001,SPOT,-0.0,-0.0
LP_1,WON,AUDUSD,B,50857805.55964448,AUD,2021-04-26 18:26:46.948,0.78073,0.78073,SPOT,0.0,0.0
LP_1,WON,AUDUSD,S,82897607.97051713,AUD,2021-04-26 20:50:28.254,0.7797700000000001,0.7797700000000001,SPOT,-0.0,-0.0
LP_1,LOST,AUDUSD,B,150389381.4282492,AUD,2021-04-26 21:31:01.084,0.7810100000000001,0.7811631837123388,SPOT,1.5318371233874473,196.13540458984778
LP_1,LOST,AUDUSD,B,38206583.82028341,AUD,2021-04-26 22:56:25.290,0.7799800000000001,0.7800436309571459,SPOT,0.6363095714578826,81.58024198801073
LP_1,WON,AUDUSD,B,110971578.9789334,AUD,2021-04-26 22:59:02.421,0.78029,0.78029,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,B,99744462.86214516,AUD,2021-04-27 09:30:50.065,0.7777000000000001,0.7780350837767399,SPOT,3.350837767398529,430.8650851740925
LP_1,LOST,AUDUSD,B,173343326.2968901,AUD,2021-04-27 09:49:53.478,0.77771,0.7782976176222339,SPOT,5.876176222339158,755.5742143394717
LP_1,LOST,AUDUSD,S,56779763.57983425,AUD,2021-04-27 11:13:09.375,0.7779,0.7778121541038403,SPOT,0.8784589615973282,112.92697796594365
LP_1,WON,AUDUSD,B,126107130.3219069,AUD,2021-04-27 11:18:08.222,0.7788600000000001,0.7788600000000001,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,B,158240284.5961042,AUD,2021-04-27 13:42:30.485,0.7780300000000001,0.7781330593867587,SPOT,1.0305938675858606,132.46197030780672
LP_1,WON,AUDUSD,B,201998042.804189,AUD,2021-04-27 15:53:19.343,0.77839,0.77839,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,B,124379146.983847,AUD,2021-04-27 16:44:20.773,0.7778100000000001,0.7779457234277215,SPOT,1.3572342772139034,174.49432087701666
LP_1,WON,AUDUSD,B,22812954.78809625,AUD,2021-04-27 19:33:31.500,0.7768100000000001,0.7768100000000001,SPOT,0.0,0.0
LP_1,LOST,AUDUSD,B,84138603.57832164,AUD,2021-04-27 20:50:37.585,0.7773800000000001,0.7776922544974121,SPOT,3.1225449741201228,401.67549642644576
LP_1,LOST,AUDUSD,B,18525859.63206366,AUD,2021-04-28 07:48:37.729,0.77417,0.7742874040529141,SPOT,1.1740405291404965,151.65151441420832
LP_1,LOST,AUDUSD,B,24559242.71373078,AUD,2021-04-28 07:55:14.297,0.77444,0.7745600132447353,SPOT,1.200132447353175,154.96777637435954
LP_1,LOST,AUDUSD,S,100385968.7363729,AUD,2021-04-28 09:00:28.171,0.77417,0.7737589718874442,SPOT,4.11028112555778,530.9274610948434
LP_1,LOST,AUDUSD,B,120541445.0960234,AUD,2021-04-28 09:20:35.392,0.7748600000000001,0.7748707855500413,SPOT,0.10785550041192415,13.919353226699016
LP_1,LOST,AUDUSD,B,162997900.8052033,AUD,2021-04-28 09:32:14.973,0.77492,0.7749581088101912,SPOT,0.3810881019117307,49.1777347224609
LP_1,WON,AUDUSD,S,50554482.84838349,AUD,2021-04-28 11:59:40.037,0.77436,0.77436,SPOT,-0.0,-0.0
LP_1,WON,AUDUSD,B,24222437.7929233,AUD,2021-04-28 13:53:57.264,0.77502,0.77502,SPOT,0.0,0.0
LP_1,WON,AUDUSD,S,212881316.6869804,AUD,2021-04-28 15:11:25.737,0.77588,0.77588,SPOT,-0.0,-0.0
